customer_id,churned,churn_date,churn_reason,churn_probability_raw,clv_egp
C11213,0,,No churn,0.2023,13291.41
C11214,1,2024-07-08,Other,0.7714,28641.5
C11215,0,,No churn,0.2513,18525.09
C11216,0,,No churn,0.3019,5189.41
C11217,1,2024-09-04,Network quality,0.6013,8692.55
C11218,1,2024-08-05,Competitor offer,0.8075,11505.06
C11219,1,2024-07-13,Competitor offer,0.3234,5714.44
C11220,1,2024-08-15,Competitor offer,0.813,43709.73
C11221,1,2024-08-09,Network quality,0.8335,20825.64
C11222,0,,No churn,0.4316,17409.92
C11223,0,,No churn,0.0657,6385.42
C11224,0,,No churn,0.1307,6567.86
C11225,0,,No churn,0.4736,7602.68
C11226,0,,No churn,0.0963,17315.36
C11227,0,,No churn,0.5557,11789.36
C11228,0,,No churn,0.2766,19809.47
C11229,0,,No churn,0.685,41318.4
C11230,1,2024-08-22,Competitor offer,0.1921,9734.34
C11231,0,,No churn,0.616,6364.73
C11232,0,,No churn,0.227,27247.09
C11233,0,,No churn,0.7633,31607.35
C11234,1,2024-07-11,Competitor offer,0.5067,20741.05
C11235,1,2024-11-10,Competitor offer,0.4068,3499.23
C11236,0,,No churn,0.3914,3859.78
C11237,0,,No churn,0.244,6209.67
C11238,1,2024-08-18,Competitor offer,0.3626,18561.4
C11239,0,,No churn,0.1518,15456.39
C11240,1,2024-10-03,Other,0.6987,9798.36
C11241,0,,No churn,0.0835,6115.92
C11242,0,,No churn,0.1661,18948.05
C11243,1,2024-09-02,Price,0.9307,14239.56
C11244,0,,No churn,0.0506,11508.69
C11245,0,,No churn,0.4885,28564.3
C11246,1,2024-07-11,Competitor offer,0.4871,10802.98
C11247,1,2024-08-24,Network quality,0.3816,8717.77
C11248,0,,No churn,0.2185,5511.93
C11249,1,2024-08-04,Competitor offer,0.5504,28518.25
C11250,0,,No churn,0.3261,3714.98
C11251,0,,No churn,0.401,5138.64
C11252,0,,No churn,0.6494,13435.51
C11253,0,,No churn,0.2871,6661.67
C11254,1,2024-09-12,Price,0.6889,10559.7
C11255,0,,No churn,0.1877,21684.15
C11256,1,2024-09-26,Price,0.6137,34487.1
C11257,0,,No churn,0.0521,9004.77
C11258,0,,No churn,0.1389,8255.53
C11259,1,2024-12-14,Price,0.8974,10568.71
C11260,0,,No churn,0.2936,11557.08
C11261,0,,No churn,0.455,6281.77
C11262,1,2024-09-21,Moving,0.563,21309.66
C11263,0,,No churn,0.1072,13115.06
C11264,0,,No churn,0.0948,13913.54
C11265,1,2024-10-20,Price,0.831,9973.44
C11266,1,2024-08-12,Moving,0.7736,14332.42
C11267,1,2024-12-24,Price,0.3669,11976.51
C11268,1,2024-07-11,Price,0.1355,9536.27
C11269,0,,No churn,0.1528,17980.71
C11270,0,,No churn,0.3474,6629.54
C11271,1,2024-11-14,Competitor offer,0.7929,25766.93
C11272,0,,No churn,0.7041,21738.2
C11273,1,2024-09-08,Poor service,0.1878,7817.36
C11274,1,2024-09-04,Competitor offer,0.926,41640.69
C11275,0,,No churn,0.348,6231.43
C11276,0,,No churn,0.6463,10211.38
C11277,0,,No churn,0.093,6762.37
C11278,0,,No churn,0.2376,3687.25
C11279,1,2024-10-17,Competitor offer,0.5248,30279.61
C11280,0,,No churn,0.3162,8672.72
C11281,0,,No churn,0.4698,17557.61
C11282,1,2024-12-10,Price,0.6693,8048.54
C11283,1,2024-12-26,Price,0.3217,17437.31
C11284,1,2024-12-10,Other,0.7884,36320.08
C11285,0,,No churn,0.3592,11694.12
C11286,0,,No churn,0.7021,18393.99
C11287,1,2024-12-20,Network quality,0.6292,8105.95
C11288,0,,No churn,0.3734,6113.83
C11289,0,,No churn,0.2636,19569.87
C11290,0,,No churn,0.1323,6728.79
C11291,1,2024-10-23,Network quality,0.3269,21656.08
C11292,1,2024-09-02,Price,0.2174,4350.33
C11293,0,,No churn,0.1575,16113.92
C11294,0,,No churn,0.2368,4392.39
C11295,0,,No churn,0.4674,11735.75
C11296,1,2024-08-21,Price,0.3008,25248.46
C11297,1,2024-10-09,Competitor offer,0.4392,6576.59
C11298,0,,No churn,0.1034,2951.33
C11299,1,2024-07-28,Poor service,0.7872,38299.6
C11300,0,,No churn,0.4177,4503.29
C11301,1,2024-07-09,Price,0.0761,16541.02
C11302,1,2024-10-01,Competitor offer,0.4707,13407.33
C11303,0,,No churn,0.2126,9271.85
C11304,1,2024-10-20,Network quality,0.7885,33203.35
C11305,0,,No churn,0.6592,49616.62
C11306,1,2024-11-26,Price,0.3607,10140.02
C11307,0,,No churn,0.5424,11992.73
C11308,0,,No churn,0.3088,3900.96
C11309,1,2024-12-25,Poor service,0.8813,24371.39
C11310,1,2024-09-21,Price,0.8003,19426.35
C11311,1,2024-09-24,Network quality,0.7522,26270.57
C11312,1,2024-11-18,Competitor offer,0.5494,17793.57
C11313,1,2024-10-18,Moving,0.6125,17428.69
C11314,0,,No churn,0.245,14183.11
C11315,1,2024-08-06,Price,0.6112,25449.13
C11316,1,2024-12-03,Competitor offer,0.1861,7640.27
C11317,1,2024-08-23,Other,0.5345,13387.47
C11318,0,,No churn,0.3554,9047.12
C11319,1,2024-11-22,Competitor offer,0.8957,11391.62
C11320,0,,No churn,0.0759,13437.53
C11321,1,2024-09-28,Price,0.1992,6996.01
C11322,0,,No churn,0.1482,3193.06
C11323,0,,No churn,0.7527,52054.95
C11324,1,2024-10-21,Other,0.444,16697.73
C11325,0,,No churn,0.7001,16757.34
C11326,0,,No churn,0.2281,12714.9
C11327,0,,No churn,0.2464,5112.89
C11328,0,,No churn,0.5804,19455.37
C11329,0,,No churn,0.8061,27273.55
C11330,1,2024-09-20,Competitor offer,0.5212,6389.47
C11331,0,,No churn,0.3746,37946.43
C11332,0,,No churn,0.4187,6936.94
C11333,0,,No churn,0.3275,13635.69
C11334,0,,No churn,0.3372,31657.19
C11335,1,2024-12-27,Price,0.8227,46305.73
C11336,0,,No churn,0.2918,2743.63
C11337,0,,No churn,0.1764,15796.2
C11338,1,2024-10-10,Network quality,0.8338,24531.89
C11339,0,,No churn,0.3692,11099.3
C11340,0,,No churn,0.5111,26829.93
C11341,1,2024-11-27,Network quality,0.7567,27073.0
C11342,0,,No churn,0.1666,4413.95
C11343,0,,No churn,0.2713,7103.35
C11344,1,2024-09-17,Other,0.9289,11720.62
C11345,1,2024-07-22,Network quality,0.5167,14768.35
C11346,1,2024-08-10,Network quality,0.3822,14162.2
C11347,1,2024-08-19,Price,0.7154,20263.09
C11348,1,2024-07-14,Price,0.1683,4042.02
C11349,0,,No churn,0.4602,33197.36
C11350,1,2024-10-15,Price,0.8577,8138.62
C11351,1,2024-12-14,Competitor offer,0.5831,29720.87
C11352,1,2024-11-16,Competitor offer,0.2829,5112.36
C11353,0,,No churn,0.4375,7965.87
C11354,0,,No churn,0.4682,31378.31
C11355,1,2024-09-13,Competitor offer,0.5503,5019.63
C11356,0,,No churn,0.1641,16832.42
C11357,0,,No churn,0.3528,6080.52
C11358,0,,No churn,0.4396,21591.01
C11359,0,,No churn,0.1387,14917.21
C11360,0,,No churn,0.2071,14077.95
C11361,0,,No churn,0.2852,8985.78
C11362,0,,No churn,0.3109,25172.72
C11363,0,,No churn,0.9152,12686.79
C11364,1,2024-11-19,Network quality,0.4644,17768.79
C11365,0,,No churn,0.1988,5751.35
C11366,1,2024-07-11,Competitor offer,0.5961,20385.38
C11367,0,,No churn,0.202,3945.53
C11368,0,,No churn,0.1535,10664.36
C11369,0,,No churn,0.2505,13435.17
C11370,1,2024-11-21,Network quality,0.289,7269.54
C11371,0,,No churn,0.061,8274.01
C11372,0,,No churn,0.569,14951.16
C11373,0,,No churn,0.2775,3128.06
C11374,0,,No churn,0.7268,17501.77
C11375,1,2024-09-08,Price,0.4224,7029.78
C11376,1,2024-10-04,Competitor offer,0.3667,6008.98
C11377,1,2024-10-28,Moving,0.7546,16903.57
C11378,0,,No churn,0.1702,11781.26
C11379,0,,No churn,0.248,19275.95
C11380,0,,No churn,0.1159,10766.03
C11381,1,2024-08-14,Price,0.7209,16821.02
C11382,1,2024-11-13,Competitor offer,0.9,25539.98
C11383,1,2024-11-02,Poor service,0.0416,7554.62
C11384,0,,No churn,0.4969,3606.73
C11385,1,2024-07-14,Moving,0.3883,5215.95
C11386,0,,No churn,0.4571,17171.08
C11387,0,,No churn,0.0577,6518.61
C11388,1,2024-10-25,Price,0.4149,7921.58
C11389,1,2024-12-20,Price,0.5744,17703.65
C11390,1,2024-08-05,Price,0.7466,56752.12
C11391,1,2024-07-08,Price,0.7157,30379.4
C11392,1,2024-08-16,Competitor offer,0.5271,3312.71
C11393,0,,No churn,0.4116,8324.88
C11394,1,2024-12-08,Other,0.5688,8524.21
C11395,0,,No churn,0.5917,27996.68
C11396,1,2024-08-11,Price,0.1369,3211.06
C11397,1,2024-07-18,Other,0.4389,11371.02
C11398,0,,No churn,0.7228,9437.17
C11399,0,,No churn,0.5915,16465.44
C11400,0,,No churn,0.7071,14074.03
C11401,0,,No churn,0.3368,21515.44
C11402,0,,No churn,0.3938,12782.34
C11403,0,,No churn,0.1579,12633.61
C11404,0,,No churn,0.3242,5389.11
C11405,0,,No churn,0.3567,11254.4
C11406,1,2024-11-08,Competitor offer,0.7898,46621.74
C11407,1,2024-10-26,Price,0.5856,24599.64
C11408,1,2024-07-03,Competitor offer,0.7746,7611.06
C11409,1,2024-09-27,Other,0.942,10478.77
C11410,0,,No churn,0.1766,7290.51
C11411,0,,No churn,0.1775,15146.26
C11412,0,,No churn,0.149,16339.53
C11413,1,2024-10-04,Moving,0.11,13295.63
C11414,1,2024-12-22,Network quality,0.2702,5401.78
C11415,0,,No churn,0.2134,12921.76
C11416,1,2024-10-14,Competitor offer,0.5799,21076.26
C11417,1,2024-09-11,Poor service,0.787,46578.45
C11418,0,,No churn,0.5191,11079.38
C11419,0,,No churn,0.1828,21483.45
C11420,0,,No churn,0.3904,22942.48
C11421,0,,No churn,0.482,13836.41
C11422,0,,No churn,0.1776,12004.1
C11423,0,,No churn,0.335,8128.38
C11424,0,,No churn,0.3122,5227.68
C11425,1,2024-09-20,Price,0.3059,13019.81
C11426,0,,No churn,0.1898,10558.87
C11427,0,,No churn,0.6667,29983.23
C11428,0,,No churn,0.24,23592.7
C11429,1,2024-07-11,Poor service,0.153,11445.48
C11430,1,2024-12-28,Poor service,0.2406,10841.57
C11431,0,,No churn,0.3979,10022.56
C11432,0,,No churn,0.6852,9686.34
C11433,0,,No churn,0.1381,2879.93
C11434,1,2024-11-04,Poor service,0.2122,6578.05
C11435,1,2024-09-21,Competitor offer,0.9262,11519.58
C11436,1,2024-10-09,Network quality,0.7397,30912.79
C11437,1,2024-09-24,Competitor offer,0.4755,11712.75
C11438,1,2024-11-20,Network quality,0.5626,29731.34
C11439,0,,No churn,0.3359,11550.56
C11440,1,2024-09-12,Network quality,0.2033,7387.34
C11441,0,,No churn,0.2969,19831.31
C11442,0,,No churn,0.2053,3662.28
C11443,1,2024-07-07,Competitor offer,0.9038,55570.83
C11444,0,,No churn,0.2133,8682.61
C11445,1,2024-12-07,Network quality,0.5343,18145.9
C11446,0,,No churn,0.7507,20004.24
C11447,1,2024-07-13,Network quality,0.2974,10481.9
C11448,0,,No churn,0.4973,24044.43
C11449,0,,No churn,0.2354,10592.9
C11450,1,2024-12-27,Price,0.3376,22367.48
C11451,1,2024-08-11,Price,0.9167,27680.65
C11452,0,,No churn,0.369,17258.58
C11453,0,,No churn,0.3024,12007.13
C11454,0,,No churn,0.6651,19102.28
C11455,0,,No churn,0.2002,13401.73
C11456,1,2024-08-28,Price,0.51,7268.06
C11457,0,,No churn,0.641,21065.68
C11458,1,2024-10-21,Price,0.4586,4118.25
C11459,1,2024-09-02,Price,0.7891,24341.3
C11460,1,2024-10-11,Poor service,0.7835,12503.52
C11461,0,,No churn,0.2743,3809.3
C11462,1,2024-12-27,Moving,0.8493,13189.72
C11463,0,,No churn,0.8867,28698.85
C11464,1,2024-07-09,Network quality,0.7457,30081.67
C11465,1,2024-11-01,Poor service,0.6716,18009.18
C11466,1,2024-12-28,Price,0.3073,10623.23
C11467,0,,No churn,0.2796,12181.98
C11468,0,,No churn,0.1554,17232.13
C11469,0,,No churn,0.348,4294.36
C11470,1,2024-08-01,Moving,0.5353,4979.63
C11471,0,,No churn,0.2247,7620.44
C11472,0,,No churn,0.321,21994.64
C11473,1,2024-11-01,Poor service,0.6036,17851.86
C11474,0,,No churn,0.3902,7289.28
C11475,0,,No churn,0.2938,2500.26
C11476,0,,No churn,0.3695,13715.1
C11477,0,,No churn,0.4524,14927.78
C11478,0,,No churn,0.3466,7038.63
C11479,1,2024-12-16,Poor service,0.1037,4821.8
C11480,0,,No churn,0.2011,10590.46
C11481,1,2024-10-12,Network quality,0.3514,5128.12
C11482,1,2024-08-01,Competitor offer,0.596,7596.14
C11483,1,2024-11-22,Other,0.7569,35099.32
C11484,1,2024-08-04,Moving,0.4458,6384.99
C11485,1,2024-08-16,Network quality,0.4169,2469.01
C11486,1,2024-08-27,Competitor offer,0.8739,24320.27
C11487,1,2024-10-11,Competitor offer,0.2625,6979.94
C11488,1,2024-07-17,Other,0.7366,44859.13
C11489,1,2024-08-09,Competitor offer,0.0861,12103.37
C11490,0,,No churn,0.2582,27300.21
C11491,1,2024-12-05,Other,0.1895,11871.18
C11492,0,,No churn,0.1618,5093.79
C11493,1,2024-07-04,Competitor offer,0.8003,13176.29
C11494,1,2024-09-24,Price,0.413,25514.04
C11495,1,2024-10-15,Price,0.4227,4095.27
C11496,1,2024-09-08,Network quality,0.3809,9661.32
C11497,1,2024-08-03,Competitor offer,0.514,23927.31
C11498,0,,No churn,0.1847,4462.72
C11499,1,2024-12-18,Network quality,0.6131,35283.8
C11500,0,,No churn,0.2519,13142.58
C11501,0,,No churn,0.1629,10419.52
C11502,1,2024-11-11,Moving,0.3292,25936.16
C11503,1,2024-12-19,Price,0.913,17581.82
C11504,0,,No churn,0.2147,9416.08
C11505,0,,No churn,0.4318,4387.92
C11506,1,2024-12-03,Price,0.9386,31926.96
C11507,0,,No churn,0.1681,16004.21
C11508,1,2024-12-18,Price,0.1091,7008.97
C11509,0,,No churn,0.3029,5031.3
C11510,1,2024-11-03,Price,0.6786,15553.96
C11511,0,,No churn,0.4264,6869.05
C11512,1,2024-12-02,Poor service,0.5844,7211.05
C11513,0,,No churn,0.0841,15977.99
C11514,0,,No churn,0.1171,15631.57
C11515,1,2024-07-07,Moving,0.8232,49031.99
C11516,1,2024-09-21,Moving,0.2323,5809.71
C11517,0,,No churn,0.2204,13972.33
C11518,0,,No churn,0.3231,15704.56
C11519,1,2024-10-18,Price,0.7808,19290.49
C11520,1,2024-10-02,Poor service,0.8762,7696.82
C11521,0,,No churn,0.2894,2937.42
C11522,0,,No churn,0.3014,21643.32
C11523,0,,No churn,0.1734,15560.85
C11524,0,,No churn,0.2473,13600.48
C11525,0,,No churn,0.6144,32971.09
C11526,0,,No churn,0.2112,10047.82
C11527,1,2024-07-11,Poor service,0.1719,10618.9
C11528,1,2024-12-01,Poor service,0.1845,12916.69
C11529,1,2024-08-09,Other,0.8355,22878.74
C11530,1,2024-10-06,Poor service,0.4678,23790.3
C11531,0,,No churn,0.6953,10523.86
C11532,0,,No churn,0.7677,35246.83
C11533,0,,No churn,0.3408,4505.97
C11534,0,,No churn,0.315,7206.39
C11535,0,,No churn,0.4021,6370.7
C11536,0,,No churn,0.7802,53356.62
C11537,1,2024-12-16,Network quality,0.838,13730.61
C11538,1,2024-07-09,Poor service,0.3961,4537.9
C11539,0,,No churn,0.5185,11176.97
C11540,1,2024-08-19,Price,0.545,17241.58
C11541,0,,No churn,0.2176,18431.03
C11542,1,2024-08-26,Competitor offer,0.5116,6400.95
C11543,0,,No churn,0.3952,33559.8
C11544,0,,No churn,0.5607,12492.35
C11545,1,2024-12-16,Competitor offer,0.5758,10634.35
C11546,0,,No churn,0.3987,17623.93
C11547,0,,No churn,0.3646,24370.0
C11548,1,2024-12-21,Competitor offer,0.5711,5325.16
C11549,1,2024-12-05,Price,0.653,8194.69
C11550,0,,No churn,0.324,10781.0
C11551,0,,No churn,0.2891,15182.25
C11552,1,2024-11-13,Price,0.6552,29780.11
C11553,1,2024-10-08,Network quality,0.1941,22877.19
C11554,0,,No churn,0.3052,6723.07
C11555,0,,No churn,0.4753,21371.52
C11556,1,2024-12-16,Other,0.8287,22352.02
C11557,0,,No churn,0.2282,13457.49
C11558,1,2024-07-21,Price,0.7949,31572.27
C11559,1,2024-08-18,Poor service,0.2094,20212.67
C11560,0,,No churn,0.3062,39568.37
C11561,0,,No churn,0.5688,9911.91
C11562,0,,No churn,0.0889,7642.05
C11563,1,2024-08-02,Competitor offer,0.827,29189.29
C11564,0,,No churn,0.316,5104.29
C11565,0,,No churn,0.223,7224.31
C11566,0,,No churn,0.4444,5298.75
C11567,1,2024-12-25,Network quality,0.5672,14951.42
C11568,1,2024-08-28,Network quality,0.5476,9384.99
C11569,1,2024-08-22,Price,0.7882,8553.66
C11570,0,,No churn,0.216,17126.56
C11571,1,2024-09-05,Moving,0.4415,32623.47
C11572,1,2024-09-21,Price,0.7938,40428.57
C11573,1,2024-10-13,Other,0.4848,3821.68
C11574,0,,No churn,0.0998,18386.78
C11575,1,2024-09-02,Moving,0.2145,8180.8
C11576,1,2024-11-15,Other,0.8387,26745.93
C11577,1,2024-12-20,Competitor offer,0.8271,21452.17
C11578,0,,No churn,0.2771,24014.19
C11579,1,2024-09-09,Price,0.6885,15946.06
C11580,1,2024-09-06,Competitor offer,0.7914,15356.98
C11581,0,,No churn,0.1723,10845.08
C11582,1,2024-09-20,Competitor offer,0.4243,12401.86
C11583,1,2024-11-27,Poor service,0.789,30410.94
C11584,1,2024-12-11,Price,0.7602,8884.18
C11585,1,2024-07-08,Price,0.9257,11780.47
C11586,0,,No churn,0.4603,18887.78
C11587,0,,No churn,0.1891,13148.05
C11588,1,2024-11-12,Competitor offer,0.8087,31798.45
C11589,0,,No churn,0.1255,3396.66
C11590,0,,No churn,0.2343,9538.17
C11591,0,,No churn,0.1717,4814.75
C11592,0,,No churn,0.0765,5656.22
C11593,1,2024-07-18,Other,0.867,25494.91
C11594,1,2024-12-23,Network quality,0.2478,3312.46
C11595,1,2024-09-04,Poor service,0.2541,1923.71
C11596,1,2024-09-02,Competitor offer,0.7957,22058.4
C11597,0,,No churn,0.286,9235.36
C11598,0,,No churn,0.2062,17858.96
C11599,0,,No churn,0.162,4211.95
C11600,0,,No churn,0.3752,8375.59
C11601,1,2024-08-06,Poor service,0.2815,14072.12
C11602,0,,No churn,0.1682,15976.02
C11603,1,2024-10-18,Price,0.4383,11233.06
C11604,0,,No churn,0.5074,13300.82
C11605,0,,No churn,0.3146,14950.45
C11606,1,2024-10-27,Moving,0.1752,10563.61
C11607,0,,No churn,0.28,5972.3
C11608,1,2024-10-09,Competitor offer,0.5468,16095.91
C11609,0,,No churn,0.7196,20119.62
C11610,1,2024-07-18,Competitor offer,0.9185,11646.54
C11611,0,,No churn,0.2623,4140.61
C11612,0,,No churn,0.0915,4501.23
C11613,0,,No churn,0.4599,7328.49
C11614,1,2024-12-25,Poor service,0.8832,21564.49
C11615,0,,No churn,0.1407,8474.86
C11616,0,,No churn,0.3804,19394.52
C11617,1,2024-09-13,Poor service,0.9073,13307.62
C11618,0,,No churn,0.3501,11294.44
C11619,1,2024-08-24,Network quality,0.4451,17210.38
C11620,0,,No churn,0.7024,18544.07
C11621,1,2024-10-27,Poor service,0.8716,10279.55
C11622,1,2024-07-09,Competitor offer,0.8753,37075.47
C11623,1,2024-07-17,Price,0.2794,5261.37
C11624,0,,No churn,0.5491,30486.88
C11625,0,,No churn,0.5881,18135.22
C11626,1,2024-08-28,Price,0.6142,15472.3
C11627,1,2024-11-23,Price,0.1732,12795.13
C11628,1,2024-08-24,Network quality,0.7275,19853.03
C11629,1,2024-08-27,Moving,0.1637,4803.47
C11630,0,,No churn,0.5152,5124.82
C11631,1,2024-08-22,Poor service,0.7974,6382.83
C11632,0,,No churn,0.2122,9573.34
C11633,1,2024-10-14,Price,0.8177,7145.96
C11634,0,,No churn,0.2828,9784.37
C11635,0,,No churn,0.5623,18610.68
C11636,1,2024-07-22,Network quality,0.8315,16481.44
C11637,0,,No churn,0.1837,17410.56
C11638,0,,No churn,0.4061,13060.35
C11639,1,2024-07-11,Price,0.8608,24644.47
C11640,1,2024-09-09,Price,0.3094,24608.8
C11641,1,2024-10-04,Price,0.4127,13072.08
C11642,1,2024-08-24,Price,0.8785,42476.04
C11643,0,,No churn,0.3794,14903.99
C11644,0,,No churn,0.2304,17910.98
C11645,1,2024-11-18,Price,0.8722,18960.76
C11646,1,2024-09-27,Price,0.145,5692.66
C11647,0,,No churn,0.6715,16974.43
C11648,0,,No churn,0.3715,7494.04
C11649,1,2024-10-15,Price,0.1132,10503.64
C11650,0,,No churn,0.243,4236.71
C11651,1,2024-12-19,Price,0.184,12405.64
C11652,1,2024-07-11,Price,0.5796,8972.93
C11653,0,,No churn,0.1895,4934.47
C11654,0,,No churn,0.7742,11188.26
C11655,1,2024-08-13,Moving,0.6519,56008.47
C11656,1,2024-09-20,Price,0.8044,10493.69
C11657,0,,No churn,0.3926,8406.69
C11658,0,,No churn,0.2556,3472.19
C11659,0,,No churn,0.2526,11716.46
C11660,1,2024-12-23,Price,0.4422,6777.65
C11661,0,,No churn,0.2156,4315.22
C11662,0,,No churn,0.3311,8531.51
C11663,0,,No churn,0.2735,6998.19
C11664,1,2024-08-25,Poor service,0.5693,18234.87
C11665,0,,No churn,0.4409,10239.79
C11666,0,,No churn,0.294,13826.88
C11667,0,,No churn,0.376,16947.06
C11668,0,,No churn,0.3446,9771.65
C11669,0,,No churn,0.2922,21459.56
C11670,0,,No churn,0.1771,11834.41
C11671,0,,No churn,0.2721,23309.96
C11672,1,2024-07-10,Price,0.3788,22591.69
C11673,1,2024-09-15,Price,0.1038,12757.9
C11674,0,,No churn,0.1422,8859.7
C11675,0,,No churn,0.26,3762.89
C11676,1,2024-10-02,Price,0.59,10941.27
C11677,0,,No churn,0.3499,22301.09
C11678,0,,No churn,0.0578,11279.01
C11679,0,,No churn,0.2398,13453.45
C11680,1,2024-12-02,Network quality,0.2215,5434.62
C11681,0,,No churn,0.2129,17103.28
C11682,1,2024-07-20,Competitor offer,0.3273,10738.94
C11683,1,2024-10-12,Competitor offer,0.1298,11004.81
C11684,1,2024-12-27,Competitor offer,0.7327,43723.16
C11685,0,,No churn,0.2153,14345.03
C11686,0,,No churn,0.1734,5758.68
C11687,0,,No churn,0.2861,7620.84
C11688,0,,No churn,0.4087,3740.95
C11689,0,,No churn,0.416,19181.72
C11690,0,,No churn,0.1125,15859.86
C11691,1,2024-12-09,Competitor offer,0.4009,6600.37
C11692,0,,No churn,0.8378,27532.55
C11693,1,2024-09-09,Other,0.1761,12361.32
C11694,0,,No churn,0.6749,12161.22
C11695,0,,No churn,0.1026,14781.01
C11696,0,,No churn,0.2134,9241.8
C11697,1,2024-09-10,Poor service,0.7376,30928.07
C11698,0,,No churn,0.6414,24687.19
C11699,1,2024-11-24,Network quality,0.0798,7252.08
C11700,1,2024-12-07,Network quality,0.6166,3967.34
C11701,0,,No churn,0.4292,27014.35
C11702,0,,No churn,0.6732,40002.46
C11703,1,2024-09-26,Poor service,0.2089,6680.49
C11704,1,2024-08-08,Price,0.2314,16777.49
C11705,0,,No churn,0.0688,5935.76
C11706,0,,No churn,0.6049,44989.59
C11707,0,,No churn,0.4249,11752.34
C11708,1,2024-08-20,Network quality,0.2704,20237.61
C11709,0,,No churn,0.3199,7390.95
C11710,0,,No churn,0.36,12373.94
C11711,1,2024-10-05,Network quality,0.8953,33366.8
C11712,1,2024-08-04,Price,0.2393,5868.15
C11713,1,2024-11-05,Network quality,0.4995,2979.24
C11714,1,2024-08-24,Price,0.6917,12534.08
C11715,1,2024-11-22,Moving,0.639,22190.38
C11716,0,,No churn,0.214,11959.53
C11717,1,2024-08-16,Poor service,0.2403,5887.87
C11718,0,,No churn,0.2966,14118.19
C11719,0,,No churn,0.2082,6831.05
C11720,0,,No churn,0.3158,8250.6
C11721,0,,No churn,0.3481,3481.99
C11722,0,,No churn,0.1536,23339.38
C11723,1,2024-10-27,Price,0.2355,19158.96
C11724,1,2024-10-21,Competitor offer,0.6745,31934.81
C11725,1,2024-07-28,Poor service,0.3281,8950.31
C11726,1,2024-11-15,Competitor offer,0.7638,32663.32
C11727,1,2024-08-02,Poor service,0.9116,38984.76
C11728,0,,No churn,0.1483,19773.81
C11729,0,,No churn,0.2927,8507.41
C11730,1,2024-08-07,Competitor offer,0.4665,14352.77
C11731,0,,No churn,0.3913,13604.75
C11732,0,,No churn,0.2491,6374.77
C11733,0,,No churn,0.3742,15833.23
C11734,0,,No churn,0.0658,8027.57
C11735,1,2024-11-03,Network quality,0.831,30888.97
C11736,0,,No churn,0.1502,17721.61
C11737,0,,No churn,0.1887,8261.07
C11738,0,,No churn,0.2137,4058.79
C11739,0,,No churn,0.4344,21073.27
C11740,1,2024-10-09,Moving,0.5835,5127.05
C11741,1,2024-07-26,Network quality,0.8675,20169.51
C11742,1,2024-11-16,Network quality,0.3855,9857.71
C11743,0,,No churn,0.8357,49052.28
C11744,1,2024-08-24,Price,0.4553,10617.69
C11745,0,,No churn,0.1801,5170.05
C11746,0,,No churn,0.0766,11591.52
C11747,0,,No churn,0.3283,4899.72
C11748,0,,No churn,0.5737,8526.7
C11749,1,2024-10-18,Poor service,0.2512,17485.44
C11750,0,,No churn,0.183,7592.7
C11751,0,,No churn,0.4874,26769.15
C11752,0,,No churn,0.2955,4345.28
C11753,1,2024-11-09,Moving,0.7275,15866.71
C11754,1,2024-12-01,Moving,0.5076,3807.58
C11755,1,2024-08-25,Price,0.2427,19822.56
C11756,1,2024-09-17,Price,0.6595,13166.49
C11757,0,,No churn,0.4336,12541.87
C11758,0,,No churn,0.2405,7525.2
C11759,0,,No churn,0.1517,11890.66
C11760,1,2024-08-12,Competitor offer,0.8699,28307.4
C11761,0,,No churn,0.4545,38467.45
C11762,0,,No churn,0.0938,8713.3
C11763,1,2024-07-02,Poor service,0.4399,3133.14
C11764,0,,No churn,0.1058,13079.14
C11765,1,2024-12-08,Moving,0.2909,6832.08
C11766,1,2024-10-10,Network quality,0.3189,8454.88
C11767,0,,No churn,0.2789,13356.36
C11768,1,2024-10-13,Network quality,0.3879,32986.75
C11769,0,,No churn,0.2269,7939.34
C11770,1,2024-10-17,Price,0.7943,14733.81
C11771,0,,No churn,0.192,4369.18
C11772,0,,No churn,0.4908,13831.54
C11773,0,,No churn,0.0819,4981.28
C11774,0,,No churn,0.1876,8898.39
C11775,0,,No churn,0.2046,12719.39
C11776,0,,No churn,0.2728,3402.08
C11777,1,2024-11-05,Price,0.5891,17140.78
C11778,0,,No churn,0.1998,17999.59
C11779,0,,No churn,0.2913,4092.03
C11780,0,,No churn,0.0793,5400.3
C11781,0,,No churn,0.202,4504.98
C11782,1,2024-09-11,Competitor offer,0.683,32881.33
C11783,1,2024-07-22,Competitor offer,0.4636,17758.4
C11784,0,,No churn,0.333,6165.88
C11785,0,,No churn,0.1479,6691.48
C11786,0,,No churn,0.4016,41423.05
C11787,1,2024-11-02,Network quality,0.2722,23459.7
C11788,1,2024-08-26,Poor service,0.8368,40440.1
C11789,0,,No churn,0.449,7697.4
C11790,0,,No churn,0.2398,7748.66
C11791,1,2024-08-21,Price,0.7606,8501.81
C11792,1,2024-10-26,Moving,0.432,18156.62
C11793,0,,No churn,0.3746,12723.72
C11794,1,2024-11-19,Price,0.3319,7909.55
C11795,1,2024-11-26,Network quality,0.5672,7212.0
C11796,0,,No churn,0.1183,19155.28
C11797,1,2024-09-13,Moving,0.7744,21879.57
C11798,0,,No churn,0.7008,18183.25
