customer_id,month,calls_minutes,sms_count,data_gb,roaming_gb,app_usage_hours,downtime_hours,slow_days
C11309,2024-02,530,252,65.5,1.0,71.3,0.5,0
C11309,2024-03,475,130,57.3,0.2,67.4,0.7,0
C11309,2024-04,615,112,45.4,0.5,78.0,0.5,0
C11309,2024-05,518,110,43.2,0.6,30.5,0.3,1
C11309,2024-06,504,77,48.1,0.6,89.6,0.0,2
C11309,2024-07,330,185,42.2,0.3,76.2,0.9,1
C11309,2024-08,491,250,34.1,0.3,71.6,1.2,0
C11309,2024-09,434,183,27.7,0.5,88.5,0.5,3
C11309,2024-10,516,149,60.1,0.6,24.8,0.2,0
C11309,2024-11,504,106,58.2,0.1,110.7,0.5,0
C11309,2024-12,418,181,32.5,0.2,76.3,0.2,1
C11310,2024-01,465,150,66.5,0.5,12.8,0.1,2
C11310,2024-02,460,183,57.8,0.8,66.0,2.3,1
C11310,2024-03,127,145,57.9,1.6,82.5,0.1,2
C11310,2024-04,400,14,62.4,0.8,54.5,0.1,0
C11310,2024-05,513,62,55.8,0.1,66.6,2.5,0
C11310,2024-06,458,66,52.9,1.5,70.2,0.2,0
C11310,2024-07,313,80,61.6,0.7,53.6,0.2,1
C11310,2024-08,521,94,46.2,3.1,72.9,1.1,0
C11310,2024-09,587,227,61.7,0.6,71.6,1.3,1
C11310,2024-10,376,185,40.3,0.7,60.1,0.6,0
C11310,2024-11,563,154,34.3,2.2,39.5,0.4,2
C11310,2024-12,466,155,40.3,0.7,53.7,0.4,3
C11311,2024-01,354,76,54.0,0.4,98.5,0.9,1
C11311,2024-02,397,264,60.3,0.1,44.3,2.9,1
C11311,2024-03,509,147,49.2,0.8,79.8,0.8,0
C11311,2024-04,635,145,81.9,3.9,58.8,1.3,1
C11311,2024-05,539,168,39.7,0.0,114.9,0.5,1
C11311,2024-06,473,168,65.1,0.2,70.1,0.5,1
C11311,2024-07,568,122,53.8,0.1,65.2,0.2,1
C11311,2024-08,347,59,78.5,0.7,43.5,2.1,1
C11311,2024-09,429,143,42.5,0.0,16.4,0.1,1
C11311,2024-10,630,95,49.2,0.3,67.4,0.1,1
C11311,2024-11,538,98,50.5,0.2,77.1,0.9,1
C11311,2024-12,351,225,41.9,0.9,66.6,0.7,0
C11312,2024-01,351,157,25.5,0.0,67.9,1.8,0
C11312,2024-02,184,192,42.5,0.1,41.3,1.1,0
C11312,2024-03,216,242,55.1,1.0,32.7,0.3,0
C11312,2024-04,473,47,29.4,0.1,83.6,0.8,0
C11312,2024-05,212,54,38.6,1.1,37.5,1.0,1
C11312,2024-06,50,236,52.9,0.9,65.1,1.3,1
C11312,2024-07,381,233,46.3,0.7,80.6,0.4,0
C11312,2024-08,254,102,34.9,1.9,30.6,0.2,3
C11312,2024-09,397,153,42.4,0.7,48.3,0.6,0
C11312,2024-10,235,45,28.8,0.2,77.4,0.2,0
C11312,2024-11,255,118,24.8,1.9,21.4,0.1,0
C11312,2024-12,220,227,32.2,0.3,57.3,1.3,0
C11313,2024-01,544,219,72.0,0.4,76.1,0.2,6
C11313,2024-02,526,198,51.4,0.7,84.2,0.2,5
C11313,2024-03,548,248,66.4,0.2,51.2,1.2,3
C11313,2024-04,321,241,54.9,4.4,35.3,1.2,2
C11313,2024-05,666,111,50.3,1.5,43.9,1.7,3
C11313,2024-06,454,113,57.9,1.6,45.5,0.5,1
C11313,2024-07,384,190,61.2,0.2,39.6,0.5,0
C11313,2024-08,492,105,56.2,0.4,99.4,0.2,3
C11313,2024-09,404,241,69.0,0.6,68.7,1.5,1
C11313,2024-10,372,221,51.9,1.0,65.7,0.1,0
C11313,2024-11,582,87,67.5,0.4,61.6,1.5,0
C11313,2024-12,353,16,60.7,2.7,80.8,0.1,0
C11314,2024-01,253,184,49.0,2.0,62.3,0.2,1
C11314,2024-02,282,219,36.7,1.5,39.5,0.5,0
C11314,2024-03,234,157,21.7,0.9,42.6,1.8,0
C11314,2024-04,394,88,26.8,0.4,79.2,0.8,0
C11314,2024-05,326,107,30.5,0.2,39.5,0.1,1
C11314,2024-06,360,39,50.8,1.5,56.5,0.1,0
C11314,2024-07,525,129,18.5,0.2,48.3,0.1,1
C11314,2024-08,415,4,28.1,0.3,23.4,0.0,1
C11314,2024-09,315,212,45.5,1.0,37.4,0.9,0
C11314,2024-10,286,138,37.7,0.1,59.3,0.6,1
C11314,2024-11,240,164,56.1,0.7,64.2,1.6,0
C11314,2024-12,194,136,58.1,0.0,37.2,0.2,0
C11315,2024-01,671,150,50.0,0.4,63.5,0.1,0
C11315,2024-02,566,199,61.5,0.5,52.9,1.2,0
C11315,2024-03,485,187,74.2,0.7,37.8,0.1,1
C11315,2024-04,479,62,53.6,0.0,59.2,0.0,1
C11315,2024-05,652,193,39.8,1.1,64.4,0.3,1
C11315,2024-06,485,130,36.0,0.2,72.6,0.2,2
C11315,2024-07,665,122,34.6,0.1,65.6,2.4,0
C11315,2024-08,438,102,59.3,0.2,80.8,0.3,1
C11315,2024-09,584,214,44.7,0.4,50.3,0.8,2
C11315,2024-10,576,49,23.4,0.1,72.1,0.1,0
C11315,2024-11,533,128,30.5,0.6,30.6,0.4,0
C11315,2024-12,493,220,32.1,0.4,89.5,0.5,0
C11316,2024-01,95,37,47.3,0.3,59.0,0.6,3
C11316,2024-02,183,188,31.4,1.6,47.4,0.9,0
C11316,2024-03,366,145,46.1,0.5,20.7,0.6,2
C11316,2024-04,229,127,39.2,0.6,47.8,1.1,1
C11316,2024-05,348,221,37.2,0.1,42.5,0.4,0
C11316,2024-06,375,103,59.0,0.4,52.4,0.4,0
C11316,2024-07,388,78,50.6,0.3,25.1,0.2,0
C11316,2024-08,336,129,41.8,1.1,56.8,1.6,1
C11316,2024-09,277,110,51.6,0.1,33.6,0.0,1
C11316,2024-10,468,184,40.4,0.5,31.1,0.3,0
C11316,2024-11,262,142,33.7,0.2,56.7,0.1,0
C11316,2024-12,526,141,39.4,1.1,79.4,1.7,0
C11317,2024-01,357,124,53.9,0.6,77.6,0.6,2
C11317,2024-02,173,99,50.2,0.5,95.2,1.0,3
C11317,2024-03,493,26,39.7,0.8,36.2,0.8,1
C11317,2024-04,343,238,35.5,0.1,61.4,0.4,0
C11317,2024-05,446,35,32.0,0.1,36.0,0.5,5
C11317,2024-06,456,313,66.8,1.3,20.0,1.1,0
C11317,2024-07,428,64,48.4,0.7,32.3,0.1,1
C11317,2024-08,371,159,43.6,0.2,69.8,1.0,1
C11317,2024-09,427,0,44.2,0.2,59.2,0.8,0
C11317,2024-10,359,251,47.2,0.3,28.9,0.2,0
C11317,2024-11,354,152,52.1,0.4,59.6,1.1,2
C11317,2024-12,217,148,35.6,1.1,45.6,0.1,2
C11318,2024-01,373,54,52.3,0.8,64.6,0.3,0
C11318,2024-02,401,264,33.8,0.8,49.2,0.0,0
C11318,2024-03,399,313,31.0,0.1,65.6,1.0,0
C11318,2024-04,311,205,61.6,0.1,49.8,0.1,0
C11318,2024-05,401,97,47.1,1.8,54.4,0.1,1
C11318,2024-06,348,100,61.3,0.0,62.5,0.1,0
C11318,2024-07,317,36,51.7,0.4,89.5,0.5,0
C11318,2024-08,401,166,67.3,1.2,60.1,0.9,1
C11318,2024-09,396,94,28.0,0.1,55.5,0.1,0
C11318,2024-10,398,168,21.3,0.3,36.3,0.1,1
C11318,2024-11,212,126,14.6,0.9,40.0,1.4,0
C11318,2024-12,316,107,54.1,0.5,58.5,0.6,1
C11319,2024-01,388,77,43.6,0.7,69.3,0.4,0
C11319,2024-02,350,253,55.0,1.9,43.0,1.3,0
C11319,2024-03,518,92,67.2,1.2,52.4,0.5,2
C11319,2024-04,577,193,44.1,0.2,49.2,0.1,2
C11319,2024-05,532,281,45.7,0.1,49.0,0.6,2
C11319,2024-06,449,104,33.4,0.1,71.2,1.3,0
C11319,2024-07,89,187,51.3,1.9,74.3,0.3,1
C11319,2024-08,389,48,54.1,0.3,65.6,0.4,2
C11319,2024-09,448,183,71.5,0.7,85.1,0.6,1
C11319,2024-10,317,195,37.2,0.4,95.0,0.3,1
C11319,2024-11,370,127,48.0,0.8,48.1,0.4,0
C11319,2024-12,606,79,70.1,0.2,59.3,0.7,1
C11320,2024-01,308,185,32.0,1.8,42.0,1.2,3
C11320,2024-02,310,223,40.0,1.4,28.3,0.0,1
C11320,2024-03,153,89,37.2,1.0,8.5,0.7,2
C11320,2024-04,196,122,59.7,0.3,40.5,0.9,0
C11320,2024-05,232,248,52.8,3.2,35.6,0.4,0
C11320,2024-06,389,86,34.7,1.2,35.2,0.5,3
C11320,2024-07,314,39,38.6,0.6,53.8,1.2,0
C11320,2024-08,394,171,35.0,0.2,53.5,0.2,3
C11320,2024-09,269,242,54.6,1.6,22.6,0.7,1
C11320,2024-10,330,214,43.9,0.2,39.0,0.6,2
C11320,2024-11,388,165,21.2,2.0,52.9,2.0,1
C11320,2024-12,83,57,32.6,0.0,54.8,0.1,0
C11321,2024-01,259,212,35.4,0.6,32.2,0.4,0
C11321,2024-02,200,206,23.9,0.3,55.0,1.7,0
C11321,2024-03,298,0,22.4,3.1,71.2,0.0,2
C11321,2024-04,380,100,53.4,1.3,71.3,0.1,0
C11321,2024-05,313,202,22.2,0.6,63.9,0.2,1
C11321,2024-06,369,80,52.6,0.3,40.8,0.3,0
C11321,2024-07,204,4,29.8,2.4,67.3,0.1,2
C11321,2024-08,133,246,66.0,0.5,29.7,2.6,0
C11321,2024-09,288,173,40.2,3.0,47.0,0.3,0
C11321,2024-10,332,20,28.1,0.8,50.2,0.3,0
C11321,2024-11,211,51,21.4,0.8,77.1,0.2,2
C11321,2024-12,243,157,52.6,0.7,46.7,0.1,0
C11322,2024-01,418,22,54.6,0.8,44.6,0.7,0
C11322,2024-02,345,283,34.4,0.7,53.3,0.1,0
C11322,2024-03,418,0,31.7,0.9,47.1,1.0,0
C11322,2024-04,395,153,23.3,0.1,51.3,0.1,0
C11322,2024-05,342,0,24.1,0.6,54.4,0.6,0
C11322,2024-06,504,130,33.2,0.3,68.5,0.4,0
C11322,2024-07,130,221,41.9,0.7,69.2,0.2,0
C11322,2024-08,332,201,38.8,0.2,27.9,1.5,1
C11322,2024-09,304,95,25.2,0.0,50.1,1.5,0
C11322,2024-10,394,142,21.6,0.6,45.8,0.6,1
C11322,2024-11,253,151,44.3,0.5,46.4,0.9,0
C11322,2024-12,306,174,45.7,0.1,56.9,1.1,1
C11323,2024-01,362,56,64.2,0.9,62.0,0.5,2
C11323,2024-02,458,78,70.0,1.0,88.3,1.7,3
C11323,2024-03,514,60,81.3,4.3,56.3,1.7,2
C11323,2024-04,472,82,62.1,0.6,28.3,0.8,1
C11323,2024-05,420,84,54.7,0.5,83.9,0.7,2
C11323,2024-06,215,14,58.7,1.1,61.8,1.6,2
C11323,2024-07,262,40,45.4,0.4,67.6,3.0,1
C11323,2024-08,458,101,65.9,0.3,84.3,4.8,0
C11323,2024-09,453,76,54.8,0.3,75.5,2.2,0
C11323,2024-10,508,264,93.3,0.4,79.6,1.1,2
C11323,2024-11,462,165,59.8,3.1,56.0,0.0,0
C11323,2024-12,446,211,44.5,1.5,27.5,0.0,2
C11324,2024-01,479,13,34.9,0.6,30.4,1.0,2
C11324,2024-02,447,90,33.5,0.3,50.9,0.7,1
C11324,2024-03,243,127,45.8,0.2,89.1,0.3,1
C11324,2024-04,193,208,42.7,1.4,56.1,0.3,4
C11324,2024-05,344,45,42.0,0.1,63.4,0.0,3
C11324,2024-06,374,54,47.0,0.5,65.0,0.1,0
C11324,2024-07,311,42,17.1,1.1,37.7,0.1,1
C11324,2024-08,335,157,31.1,0.3,53.0,0.7,1
C11324,2024-09,367,173,67.0,0.2,64.3,0.4,1
C11324,2024-10,77,0,35.2,2.3,13.1,2.4,2
C11324,2024-11,312,79,52.6,1.0,44.0,1.7,2
C11324,2024-12,76,106,43.2,0.6,34.5,0.9,2
C11325,2024-01,621,209,52.3,1.8,51.8,2.6,2
C11325,2024-02,313,77,66.3,0.7,48.9,0.7,3
C11325,2024-03,305,125,97.7,0.9,71.4,1.3,1
C11325,2024-04,574,157,51.8,0.9,55.9,1.6,3
C11325,2024-05,411,146,42.5,1.7,59.2,0.7,1
C11325,2024-06,238,183,45.0,0.6,68.9,1.3,2
C11325,2024-07,707,232,56.1,2.4,99.7,0.6,2
C11325,2024-08,450,113,55.0,0.3,80.7,0.8,1
C11325,2024-09,498,149,58.0,0.1,19.6,0.5,1
C11325,2024-10,476,211,42.9,0.0,43.9,0.2,3
C11325,2024-11,363,36,63.1,1.4,65.4,1.3,2
C11325,2024-12,494,145,60.8,0.9,99.2,6.4,4
C11326,2024-01,347,135,90.0,1.0,63.4,0.4,0
C11326,2024-02,390,94,33.1,0.8,40.2,0.8,1
C11326,2024-03,362,252,48.3,0.6,17.5,0.2,2
C11326,2024-04,279,143,51.4,0.1,46.4,0.5,1
C11326,2024-05,216,127,51.9,0.4,49.7,4.1,1
C11326,2024-06,434,204,61.9,1.7,39.6,0.3,3
C11326,2024-07,313,163,57.2,1.7,17.8,1.1,5
C11326,2024-08,268,129,50.8,1.4,27.2,0.1,3
C11326,2024-09,210,151,71.5,0.2,59.6,0.0,1
C11326,2024-10,310,19,36.2,0.7,7.7,0.8,1
C11326,2024-11,270,61,59.1,0.7,68.4,0.2,0
C11326,2024-12,375,101,54.7,1.8,64.8,0.1,3
C11327,2024-01,447,210,48.6,2.7,47.5,1.1,3
C11327,2024-02,434,96,31.4,2.8,32.4,0.3,1
C11327,2024-03,727,136,56.9,0.8,65.9,0.4,2
C11327,2024-04,206,141,54.7,0.4,61.6,0.5,2
C11327,2024-05,122,191,15.9,2.0,45.8,0.5,4
C11327,2024-06,286,43,29.7,0.9,61.7,0.2,2
C11327,2024-07,344,72,15.9,0.7,70.4,0.1,0
C11327,2024-08,414,101,56.8,0.7,30.3,0.5,0
C11327,2024-09,267,256,30.6,0.9,84.3,0.1,0
C11327,2024-10,409,95,50.8,1.2,45.0,1.0,1
C11327,2024-11,423,109,54.7,0.6,60.8,0.5,2
C11327,2024-12,360,67,47.4,0.1,29.7,2.5,2
C11328,2024-01,641,164,47.9,0.9,53.1,0.2,2
C11328,2024-02,211,104,92.0,1.8,51.8,0.4,1
C11328,2024-03,326,154,43.1,0.1,92.3,1.7,2
C11328,2024-04,639,180,50.0,1.7,59.9,0.4,3
C11328,2024-05,279,102,66.9,0.2,34.1,0.8,0
C11328,2024-06,315,138,66.1,0.5,57.0,0.9,0
C11328,2024-07,335,125,27.7,3.3,66.0,0.0,1
C11328,2024-08,553,285,69.8,2.2,75.5,1.2,1
C11328,2024-09,519,175,62.2,0.2,48.9,1.9,0
C11328,2024-10,352,118,64.6,0.4,86.8,0.5,1
C11328,2024-11,441,184,62.8,1.0,48.8,1.0,3
C11328,2024-12,624,162,61.4,0.4,59.0,1.0,0
C11329,2024-01,550,129,48.7,0.6,80.9,0.0,1
C11329,2024-02,577,166,73.0,0.9,27.2,0.0,0
C11329,2024-03,468,131,43.1,0.6,51.9,0.5,1
C11329,2024-04,470,245,50.5,0.0,43.0,0.1,1
C11329,2024-05,661,292,69.3,0.6,72.2,0.8,1
C11329,2024-06,371,100,38.5,0.1,74.4,1.2,0
C11329,2024-07,486,168,47.0,0.0,72.4,0.2,2
C11329,2024-08,389,91,66.5,0.3,55.8,0.5,0
C11329,2024-09,428,106,58.1,2.5,45.2,1.5,0
C11329,2024-10,385,243,56.6,2.0,55.0,0.1,0
C11329,2024-11,358,106,47.9,0.1,41.2,0.1,0
C11329,2024-12,608,97,54.7,1.5,93.1,0.1,0
C11330,2024-01,393,134,13.0,0.2,57.0,4.0,1
C11330,2024-02,483,40,18.0,0.0,64.4,1.5,2
C11330,2024-03,376,106,36.8,1.4,60.0,3.3,0
C11330,2024-04,452,203,35.4,0.1,44.4,3.6,2
C11330,2024-05,166,146,34.0,0.3,23.6,0.1,1
C11330,2024-06,76,221,73.3,0.7,42.4,2.8,3
C11330,2024-07,168,115,74.5,1.0,30.1,0.1,2
C11330,2024-08,281,233,35.7,2.0,36.7,0.2,2
C11330,2024-09,353,71,53.7,1.5,59.1,1.3,2
C11330,2024-10,262,134,68.8,0.4,65.0,0.4,1
C11330,2024-11,373,223,56.8,1.6,28.0,0.3,1
C11330,2024-12,403,248,82.7,1.0,49.4,1.0,2
C11331,2024-01,486,123,57.3,0.0,72.8,0.0,2
C11331,2024-02,442,0,53.7,0.5,58.4,0.2,1
C11331,2024-03,335,105,36.8,0.5,78.1,0.1,0
C11331,2024-04,427,248,63.8,0.1,55.1,0.3,0
C11331,2024-05,587,207,35.1,0.1,79.9,0.1,1
C11331,2024-06,408,75,42.8,0.6,54.3,0.3,1
C11331,2024-07,563,46,69.1,0.7,94.2,0.1,2
C11331,2024-08,384,191,51.6,0.7,59.1,1.5,1
C11331,2024-09,454,139,68.8,0.2,60.0,0.3,1
C11331,2024-10,551,75,85.4,0.3,89.8,0.5,0
C11331,2024-11,532,34,62.0,0.5,45.8,0.6,0
C11331,2024-12,326,79,68.1,0.2,82.2,0.1,2
C11332,2024-01,375,79,55.1,1.0,67.9,0.8,1
C11332,2024-02,311,167,19.4,0.2,33.7,0.4,1
C11332,2024-03,622,46,55.9,1.2,32.7,0.1,1
C11332,2024-04,356,173,6.6,0.4,77.5,1.0,0
C11332,2024-05,209,253,43.8,3.0,31.2,0.5,1
C11332,2024-06,374,0,45.3,0.1,37.4,0.0,3
C11332,2024-07,220,89,40.2,5.1,40.1,1.5,1
C11332,2024-08,410,249,49.7,1.1,62.4,0.1,0
C11332,2024-09,303,182,37.6,0.8,42.3,0.6,0
C11332,2024-10,614,34,26.4,0.8,25.8,0.4,0
C11332,2024-11,350,217,37.6,0.6,49.8,0.1,0
C11332,2024-12,348,177,40.2,0.5,40.2,1.1,2
C11333,2024-01,220,224,61.4,0.6,45.6,1.1,4
C11333,2024-02,304,65,32.4,0.7,25.6,0.8,0
C11333,2024-03,280,175,38.7,1.9,69.7,0.7,3
C11333,2024-04,108,182,34.8,0.5,45.6,0.9,2
C11333,2024-05,472,0,48.9,0.4,27.5,1.7,5
C11333,2024-06,552,94,48.2,0.5,46.5,0.4,3
C11333,2024-07,189,142,35.4,0.5,45.5,1.2,0
C11333,2024-08,299,228,31.5,1.6,68.4,2.6,1
C11333,2024-09,334,234,74.2,0.6,44.2,0.4,1
C11333,2024-10,384,90,45.9,0.1,73.5,0.0,1
C11333,2024-11,434,269,65.9,0.4,32.6,0.2,1
C11333,2024-12,414,212,59.3,0.4,41.6,4.4,1
C11334,2024-01,329,150,51.1,0.9,39.3,0.3,1
C11334,2024-02,318,172,56.4,1.1,59.3,1.0,0
C11334,2024-03,549,41,73.2,0.5,80.3,1.9,0
C11334,2024-04,360,117,47.2,0.9,41.4,0.6,3
C11334,2024-05,338,152,70.3,1.1,55.1,0.2,2
C11334,2024-06,310,44,51.8,0.5,72.1,1.3,1
C11334,2024-07,296,67,65.6,0.7,93.5,0.8,1
C11334,2024-08,196,138,60.1,2.4,84.9,0.5,3
C11334,2024-09,450,99,69.3,1.9,56.2,0.4,3
C11334,2024-10,393,167,89.1,0.0,71.9,1.4,3
C11334,2024-11,434,136,54.0,1.6,55.6,0.4,2
C11334,2024-12,373,74,67.7,0.2,51.7,0.6,2
C11335,2024-01,592,23,79.5,1.9,45.7,0.5,0
C11335,2024-02,502,190,59.4,1.9,44.1,1.4,3
C11335,2024-03,462,35,45.2,0.1,61.4,0.2,3
C11335,2024-04,358,217,68.3,0.2,71.4,0.3,0
C11335,2024-05,557,115,50.1,1.4,77.0,0.1,2
C11335,2024-06,542,195,31.5,0.1,79.6,0.0,0
C11335,2024-07,397,89,42.4,5.4,83.7,0.1,1
C11335,2024-08,323,84,72.9,0.0,75.9,0.4,1
C11335,2024-09,275,224,73.0,2.7,61.5,0.4,2
C11335,2024-10,504,184,61.6,0.2,60.0,0.7,1
C11335,2024-11,512,124,37.0,0.2,69.2,0.1,0
C11335,2024-12,668,134,45.2,0.9,25.9,0.6,0
C11336,2024-01,463,76,66.3,0.2,78.1,0.2,3
C11336,2024-02,245,62,52.0,1.0,29.2,1.1,1
C11336,2024-03,324,143,19.2,0.7,29.7,0.8,1
C11336,2024-04,501,162,61.3,0.2,15.7,1.7,2
C11336,2024-05,161,71,40.5,0.9,60.2,0.2,3
C11336,2024-06,231,88,27.7,0.2,74.6,1.1,1
C11336,2024-07,315,168,37.5,1.0,65.3,0.5,0
C11336,2024-08,225,141,27.8,0.0,48.5,1.6,4
C11336,2024-09,313,81,60.0,1.8,49.8,1.2,2
C11336,2024-10,160,282,38.7,0.3,56.2,0.5,4
C11336,2024-11,348,81,42.1,0.1,38.4,2.0,2
C11336,2024-12,277,95,42.5,0.3,47.7,0.3,5
C11337,2024-01,405,93,29.0,0.2,60.2,0.3,2
C11337,2024-02,344,321,29.2,1.0,17.0,0.6,2
C11337,2024-03,399,172,45.7,1.7,35.1,0.4,0
C11337,2024-04,399,25,41.7,1.1,72.9,0.7,4
C11337,2024-05,556,122,32.3,1.9,66.0,0.7,0
C11337,2024-06,172,26,31.4,0.7,40.0,1.1,0
C11337,2024-07,407,43,39.2,0.7,32.6,1.6,4
C11337,2024-08,382,106,45.8,0.3,33.8,0.2,2
C11337,2024-09,421,127,64.1,1.7,39.0,0.0,2
C11337,2024-10,378,164,58.1,1.3,51.4,0.6,1
C11337,2024-11,63,145,75.5,1.7,50.9,0.1,1
C11337,2024-12,478,269,53.1,0.6,48.1,0.1,0
C11338,2024-01,515,164,40.0,3.9,71.7,0.2,1
C11338,2024-02,398,256,44.3,0.7,78.4,0.1,0
C11338,2024-03,475,97,65.7,1.5,86.5,0.1,0
C11338,2024-04,382,164,29.4,0.3,78.0,0.1,0
C11338,2024-05,394,131,76.5,0.3,88.7,1.0,1
C11338,2024-06,321,104,63.1,0.0,58.1,2.0,0
C11338,2024-07,365,201,24.6,0.6,40.2,0.6,0
C11338,2024-08,519,118,44.3,1.1,48.7,0.1,1
C11338,2024-09,579,114,63.9,0.7,69.2,0.5,0
C11338,2024-10,405,103,52.7,0.3,121.4,0.1,2
C11338,2024-11,431,244,62.7,1.1,49.2,1.2,0
C11338,2024-12,141,94,50.8,1.9,77.6,2.2,2
C11339,2024-01,288,254,59.5,0.4,53.9,1.8,0
C11339,2024-02,323,122,30.9,0.3,83.0,0.6,0
C11339,2024-03,447,81,46.8,0.2,74.2,0.4,1
C11339,2024-04,205,73,14.4,1.0,40.7,7.3,0
C11339,2024-05,162,165,1.2,0.9,23.0,1.6,2
C11339,2024-06,417,99,70.5,0.8,35.5,1.2,2
C11339,2024-07,322,96,62.2,0.3,40.4,4.1,0
C11339,2024-08,265,0,40.7,0.7,59.3,0.2,1
C11339,2024-09,423,233,69.2,0.2,61.3,1.0,0
C11339,2024-10,400,44,40.3,0.7,45.2,2.0,0
C11339,2024-11,205,189,46.9,0.8,28.7,0.1,0
C11339,2024-12,366,231,69.7,1.0,37.7,1.3,2
C11340,2024-01,399,47,58.7,1.4,63.0,0.5,0
C11340,2024-02,523,109,52.0,0.1,21.8,0.0,0
C11340,2024-03,483,132,40.4,0.6,46.5,0.1,2
C11340,2024-04,250,164,70.0,0.1,81.1,0.7,1
C11340,2024-05,320,151,24.9,0.6,54.5,0.1,0
C11340,2024-06,475,142,24.7,0.2,52.7,0.7,1
C11340,2024-07,377,145,80.1,0.1,72.7,1.7,1
C11340,2024-08,504,69,60.8,0.3,53.3,1.2,0
C11340,2024-09,513,131,56.3,0.2,37.9,0.2,0
C11340,2024-10,554,57,54.6,0.5,103.7,0.4,1
C11340,2024-11,514,164,36.8,0.4,54.9,0.4,1
C11340,2024-12,500,87,29.0,1.7,105.3,0.5,2
C11341,2024-01,306,245,66.1,0.3,60.5,1.5,2
C11341,2024-02,368,154,66.1,0.8,8.1,0.4,2
C11341,2024-03,491,63,49.5,1.3,43.6,1.3,0
C11341,2024-04,306,212,43.6,0.6,65.3,0.8,0
C11341,2024-05,491,190,43.4,0.5,89.6,0.3,1
C11341,2024-06,474,93,47.1,1.0,72.9,0.2,0
C11341,2024-07,504,72,76.4,0.1,105.6,0.2,0
C11341,2024-08,565,276,80.0,2.2,66.5,1.5,1
C11341,2024-09,333,55,42.2,0.1,35.1,0.3,0
C11341,2024-10,465,228,42.0,0.3,77.1,0.0,2
C11341,2024-11,472,0,61.3,1.4,98.9,0.2,2
C11341,2024-12,330,164,6.2,0.1,80.2,0.6,0
C11342,2024-01,420,65,54.0,1.0,60.9,1.3,0
C11342,2024-02,507,151,39.0,2.1,21.7,0.1,0
C11342,2024-03,507,138,32.4,0.3,88.0,0.1,0
C11342,2024-04,404,0,70.2,2.8,53.4,0.1,0
C11342,2024-05,453,98,30.6,0.9,26.7,1.4,1
C11342,2024-06,331,91,46.6,0.5,63.5,0.2,1
C11342,2024-07,185,173,38.5,0.7,70.4,1.0,0
C11342,2024-08,221,116,65.8,0.4,34.6,0.8,1
C11342,2024-09,371,145,34.9,0.5,79.9,0.1,2
C11342,2024-10,283,94,54.0,0.2,31.2,0.5,0
C11342,2024-11,248,229,33.6,0.1,44.3,0.8,1
C11342,2024-12,323,182,33.0,0.6,24.7,0.1,0
C11343,2024-01,293,93,62.6,0.3,57.7,0.8,5
C11343,2024-02,411,186,75.2,0.7,15.2,0.8,2
C11343,2024-03,255,55,36.5,1.2,59.6,2.6,0
C11343,2024-04,319,187,24.0,0.6,58.7,1.8,2
C11343,2024-05,277,105,51.7,0.1,50.4,0.3,1
C11343,2024-06,285,144,33.7,0.0,29.3,1.6,1
C11343,2024-07,333,126,51.0,2.3,20.0,0.2,0
C11343,2024-08,133,197,49.4,0.7,47.7,1.3,1
C11343,2024-09,126,108,61.6,0.4,52.3,1.2,5
C11343,2024-10,339,0,21.8,2.2,48.7,1.9,1
C11343,2024-11,382,137,38.0,0.1,68.6,0.1,1
C11343,2024-12,202,199,34.7,0.3,61.7,0.2,0
C11344,2024-01,645,128,82.8,0.3,58.6,0.0,0
C11344,2024-02,217,193,84.3,0.2,60.6,0.4,1
C11344,2024-03,522,192,59.3,0.3,47.3,0.4,1
C11344,2024-04,369,139,76.3,0.3,44.7,0.5,0
C11344,2024-05,417,264,78.5,0.7,81.4,0.9,0
C11344,2024-06,564,230,54.3,0.0,95.0,1.8,1
C11344,2024-07,483,273,51.0,0.6,51.0,1.9,1
C11344,2024-08,367,0,62.1,0.0,68.0,0.0,0
C11344,2024-09,326,181,37.9,0.3,68.0,2.7,0
C11344,2024-10,545,209,39.9,1.3,26.4,0.0,1
C11344,2024-11,450,197,67.3,0.4,63.8,0.4,1
C11344,2024-12,516,186,58.1,0.2,79.0,0.5,0
C11345,2024-01,580,183,69.9,0.3,38.5,0.8,0
C11345,2024-02,527,136,62.5,0.8,74.2,1.1,2
C11345,2024-03,479,52,61.4,1.0,53.2,0.3,1
C11345,2024-04,441,129,42.8,0.6,54.4,0.7,3
C11345,2024-05,363,17,66.7,1.7,65.9,0.6,0
C11345,2024-06,559,190,53.8,1.8,80.6,0.9,4
C11345,2024-07,473,103,68.0,0.8,72.2,0.9,3
C11345,2024-08,301,119,55.1,0.0,53.0,0.0,2
C11345,2024-09,430,228,59.1,0.3,62.9,0.0,0
C11345,2024-10,142,150,48.4,2.2,73.6,1.0,0
C11345,2024-11,541,191,84.0,2.4,78.7,0.2,2
C11345,2024-12,310,265,52.8,0.3,75.6,0.2,1
C11346,2024-01,358,72,44.0,0.0,66.1,0.1,3
C11346,2024-02,338,169,30.7,1.1,64.7,1.4,2
C11346,2024-03,153,83,43.0,2.3,57.1,1.2,4
C11346,2024-04,344,105,56.7,0.9,52.8,0.1,2
C11346,2024-05,188,242,59.4,1.0,50.9,0.4,0
C11346,2024-06,287,145,44.8,1.0,36.6,0.5,0
