customer_id,gender,age,city,region,join_date,contract_type,payment_method,senior_citizen,partner,dependents,paperless_billing
C11122,Male,58,Tanta,Delta,2020-03-01,Month-to-month,Electronic check,No,Yes,No,Yes
C11123,Male,50,Giza,Greater Cairo,2021-12-14,One year,Bank transfer,No,No,No,Yes
C11124,Female,25,Tanta,Delta,2021-05-27,Month-to-month,Bank transfer,No,No,No,Yes
C11125,Female,64,Alexandria,Delta,2021-02-25,Two year,Mailed check,No,No,No,No
C11126,Male,25,Suez,Suez,2022-02-23,Month-to-month,Bank transfer,No,Yes,No,Yes
C11127,Male,46,Port Said,Suez,2021-06-02,One year,Electronic check,No,No,No,Yes
C11128,Male,31,Assiut,Upper Egypt,2022-05-29,One year,Mailed check,Yes,No,No,Yes
C11129,Female,41,Giza,Greater Cairo,2020-01-20,Month-to-month,Electronic check,No,No,No,No
C11130,Male,46,Luxor,Upper Egypt,2021-08-03,One year,Bank transfer,Yes,No,Yes,Yes
C11131,Female,46,Ismailia,Suez,2022-06-10,Month-to-month,Electronic check,No,No,No,Yes
C11132,Female,47,Luxor,Upper Egypt,2020-09-01,Month-to-month,Electronic check,No,No,Yes,Yes
C11133,Female,64,Cairo,Greater Cairo,2023-08-11,One year,Bank transfer,Yes,No,No,Yes
C11134,Female,48,Cairo,Greater Cairo,2022-12-28,Two year,Electronic check,No,Yes,No,Yes
C11135,Female,38,Hurghada,Red Sea,2021-09-08,Month-to-month,Bank transfer,No,No,No,Yes
C11136,Female,55,Mansoura,Delta,2023-11-27,Two year,Mailed check,No,Yes,No,No
C11137,Male,58,Cairo,Greater Cairo,2021-04-03,Month-to-month,Electronic check,Yes,No,No,Yes
C11138,Male,24,Tanta,Delta,2022-01-25,Two year,Bank transfer,Yes,Yes,No,No
C11139,Male,50,Giza,Greater Cairo,2020-04-08,Two year,Electronic check,No,No,No,Yes
C11140,Male,51,Suez,Suez,2022-08-01,Month-to-month,Electronic check,Yes,No,No,Yes
C11141,Male,37,Suez,Suez,2022-09-05,One year,Credit card,No,No,Yes,Yes
C11142,Female,61,Hurghada,Red Sea,2020-06-18,Month-to-month,Credit card,No,Yes,Yes,Yes
C11143,Female,39,Cairo,Greater Cairo,2021-03-11,Month-to-month,Electronic check,No,Yes,No,Yes
C11144,Male,43,Suez,Suez,2022-12-16,Month-to-month,Electronic check,No,No,Yes,No
C11145,Male,39,Alexandria,Delta,2021-03-24,Two year,Mailed check,No,Yes,No,Yes
C11146,Female,42,Luxor,Upper Egypt,2020-12-02,One year,Credit card,No,Yes,Yes,Yes
C11147,Male,26,Hurghada,Red Sea,2020-08-13,Month-to-month,Credit card,No,Yes,No,Yes
C11148,Female,21,Assiut,Upper Egypt,2021-06-27,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11149,Female,64,Port Said,Suez,2021-11-14,Month-to-month,Electronic check,Yes,No,No,Yes
C11150,Male,30,Luxor,Upper Egypt,2020-12-27,One year,Bank transfer,No,No,Yes,Yes
C11151,Male,28,Giza,Greater Cairo,2021-03-25,Month-to-month,Credit card,No,Yes,Yes,Yes
C11152,Female,18,Tanta,Delta,2023-06-24,One year,Mailed check,No,Yes,No,Yes
C11153,Male,33,Tanta,Delta,2021-12-12,One year,Bank transfer,No,Yes,Yes,Yes
C11154,Female,23,Hurghada,Red Sea,2021-09-17,Two year,Bank transfer,No,Yes,Yes,Yes
C11155,Female,64,Alexandria,Delta,2020-01-27,One year,Mailed check,Yes,No,Yes,Yes
C11156,Male,56,Suez,Suez,2021-12-22,Two year,Bank transfer,No,Yes,No,Yes
C11157,Male,32,Suez,Suez,2023-10-24,Two year,Credit card,No,Yes,Yes,Yes
C11158,Male,73,Mansoura,Delta,2021-11-18,Month-to-month,Bank transfer,No,No,No,Yes
C11159,Female,55,Cairo,Greater Cairo,2021-12-23,Month-to-month,Electronic check,No,No,Yes,Yes
C11160,Male,37,Alexandria,Delta,2022-04-20,Two year,Bank transfer,Yes,No,Yes,Yes
C11161,Female,18,Assiut,Upper Egypt,2021-02-26,One year,Electronic check,No,Yes,No,No
C11162,Female,74,Port Said,Suez,2020-12-24,Month-to-month,Bank transfer,No,No,No,No
C11163,Female,22,Mansoura,Delta,2021-01-25,Month-to-month,Bank transfer,No,Yes,No,No
C11164,Female,18,Mansoura,Delta,2020-08-13,Two year,Mailed check,No,No,Yes,Yes
C11165,Female,56,Suez,Suez,2023-02-17,One year,Electronic check,No,No,Yes,Yes
C11166,Male,76,Mansoura,Delta,2023-04-29,Month-to-month,Mailed check,Yes,No,Yes,Yes
C11167,Male,61,Assiut,Upper Egypt,2021-08-03,One year,Mailed check,No,Yes,Yes,Yes
C11168,Male,49,Hurghada,Red Sea,2021-02-06,Month-to-month,Credit card,No,Yes,No,No
C11169,Male,50,Ismailia,Suez,2023-07-28,Month-to-month,Mailed check,No,No,No,Yes
C11170,Male,53,Suez,Suez,2022-06-11,One year,Electronic check,No,Yes,No,Yes
C11171,Male,52,Mansoura,Delta,2021-09-16,Month-to-month,Bank transfer,No,Yes,No,No
C11172,Female,45,Giza,Greater Cairo,2020-10-10,One year,Bank transfer,No,No,No,Yes
C11173,Female,43,Luxor,Upper Egypt,2022-04-20,Month-to-month,Credit card,Yes,No,Yes,Yes
C11174,Female,41,Tanta,Delta,2023-04-03,Month-to-month,Electronic check,No,No,Yes,Yes
C11175,Female,31,Alexandria,Delta,2022-04-05,One year,Mailed check,No,No,Yes,Yes
C11176,Female,38,Ismailia,Suez,2020-08-07,Month-to-month,Electronic check,No,No,No,No
C11177,Male,18,Hurghada,Red Sea,2023-04-12,One year,Bank transfer,Yes,Yes,Yes,Yes
C11178,Female,40,Alexandria,Delta,2021-04-02,Two year,Bank transfer,Yes,No,Yes,No
C11179,Male,28,Giza,Greater Cairo,2020-05-17,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C11180,Female,26,Cairo,Greater Cairo,2022-11-01,Month-to-month,Electronic check,Yes,No,No,No
C11181,Male,44,Port Said,Suez,2021-06-17,Two year,Bank transfer,No,Yes,No,Yes
C11182,Male,61,Alexandria,Delta,2020-10-17,Two year,Bank transfer,No,Yes,No,Yes
C11183,Female,54,Ismailia,Suez,2020-07-23,Two year,Mailed check,No,No,No,Yes
C11184,Male,20,Aswan,Upper Egypt,2022-05-03,Two year,Electronic check,No,Yes,No,Yes
C11185,Female,28,Cairo,Greater Cairo,2023-08-14,One year,Bank transfer,No,No,Yes,Yes
C11186,Female,55,Mansoura,Delta,2020-01-19,Two year,Mailed check,No,Yes,No,No
C11187,Female,28,Port Said,Suez,2020-05-08,Month-to-month,Electronic check,No,No,No,Yes
C11188,Male,38,Mansoura,Delta,2023-09-10,Month-to-month,Mailed check,No,No,No,No
C11189,Male,49,Suez,Suez,2022-11-04,One year,Bank transfer,Yes,No,No,Yes
C11190,Female,28,Giza,Greater Cairo,2020-04-02,Month-to-month,Bank transfer,No,Yes,No,No
C11191,Female,43,Assiut,Upper Egypt,2021-04-19,Two year,Credit card,No,Yes,Yes,No
C11192,Male,23,Hurghada,Red Sea,2022-02-25,One year,Mailed check,Yes,No,Yes,Yes
C11193,Male,33,Aswan,Upper Egypt,2022-02-05,One year,Credit card,No,No,Yes,Yes
C11194,Female,46,Alexandria,Delta,2023-07-29,One year,Electronic check,No,No,No,Yes
C11195,Male,19,Luxor,Upper Egypt,2022-12-18,Two year,Electronic check,No,Yes,Yes,Yes
C11196,Male,48,Cairo,Greater Cairo,2022-01-06,One year,Bank transfer,No,No,Yes,Yes
C11197,Female,41,Tanta,Delta,2021-02-28,One year,Mailed check,No,Yes,Yes,Yes
C11198,Female,49,Giza,Greater Cairo,2023-03-11,Month-to-month,Credit card,No,Yes,No,Yes
C11199,Female,45,Cairo,Greater Cairo,2021-04-03,Two year,Electronic check,No,No,No,Yes
C11200,Male,61,Mansoura,Delta,2020-06-02,One year,Electronic check,No,No,No,Yes
C11201,Male,43,Suez,Suez,2022-08-22,Two year,Credit card,No,Yes,No,Yes
C11202,Male,35,Assiut,Upper Egypt,2020-05-01,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11203,Male,43,Assiut,Upper Egypt,2020-05-24,Two year,Bank transfer,No,Yes,No,No
C11204,Female,49,Hurghada,Red Sea,2020-03-26,Month-to-month,Mailed check,No,No,No,Yes
C11205,Male,42,Cairo,Greater Cairo,2020-04-23,Month-to-month,Credit card,No,No,Yes,Yes
C11206,Male,42,Luxor,Upper Egypt,2022-02-11,One year,Mailed check,No,Yes,Yes,Yes
C11207,Female,32,Assiut,Upper Egypt,2021-01-31,Month-to-month,Credit card,No,Yes,Yes,Yes
C11208,Male,32,Cairo,Greater Cairo,2021-05-26,Two year,Electronic check,Yes,Yes,No,Yes
C11209,Female,22,Suez,Suez,2023-09-03,Two year,Credit card,Yes,No,No,Yes
C11210,Male,66,Giza,Greater Cairo,2021-05-27,Two year,Electronic check,No,No,Yes,Yes
C11211,Female,24,Assiut,Upper Egypt,2023-02-03,Month-to-month,Bank transfer,No,No,No,Yes
C11212,Male,32,Cairo,Greater Cairo,2021-12-10,Two year,Bank transfer,No,No,Yes,Yes
C11213,Male,31,Port Said,Suez,2021-04-17,Month-to-month,Bank transfer,Yes,Yes,Yes,No
C11214,Female,54,Ismailia,Suez,2022-07-18,Two year,Electronic check,No,No,No,Yes
C11215,Female,37,Giza,Greater Cairo,2020-05-02,Month-to-month,Bank transfer,No,No,No,Yes
C11216,Male,59,Tanta,Delta,2022-02-15,Month-to-month,Mailed check,Yes,No,Yes,Yes
C11217,Female,32,Cairo,Greater Cairo,2023-05-31,One year,Electronic check,No,No,Yes,Yes
C11218,Female,45,Hurghada,Red Sea,2023-06-26,Month-to-month,Mailed check,No,Yes,Yes,Yes
C11219,Female,30,Port Said,Suez,2022-08-07,Month-to-month,Bank transfer,No,No,Yes,No
C11220,Female,72,Hurghada,Red Sea,2021-05-02,Month-to-month,Electronic check,No,No,Yes,No
C11221,Female,25,Assiut,Upper Egypt,2023-03-15,Month-to-month,Bank transfer,No,No,Yes,Yes
C11222,Female,46,Mansoura,Delta,2021-01-01,Month-to-month,Electronic check,Yes,Yes,No,Yes
C11223,Male,50,Luxor,Upper Egypt,2020-04-29,One year,Electronic check,No,No,Yes,Yes
C11224,Female,47,Mansoura,Delta,2021-06-15,Two year,Electronic check,No,Yes,Yes,Yes
C11225,Male,39,Alexandria,Delta,2023-11-02,Month-to-month,Mailed check,No,Yes,Yes,No
C11226,Female,40,Mansoura,Delta,2020-02-03,One year,Credit card,No,Yes,Yes,Yes
C11227,Male,42,Port Said,Suez,2022-06-27,Month-to-month,Electronic check,No,No,No,Yes
C11228,Female,39,Mansoura,Delta,2020-10-20,Month-to-month,Bank transfer,No,No,No,Yes
C11229,Female,55,Suez,Suez,2020-03-04,Month-to-month,Electronic check,No,Yes,Yes,Yes
C11230,Female,72,Port Said,Suez,2022-11-06,One year,Bank transfer,No,No,Yes,Yes
C11231,Male,34,Luxor,Upper Egypt,2023-08-22,Month-to-month,Electronic check,No,Yes,No,Yes
C11232,Male,22,Port Said,Suez,2020-04-15,One year,Bank transfer,No,No,No,Yes
C11233,Female,40,Tanta,Delta,2021-11-04,Month-to-month,Credit card,No,No,No,Yes
C11234,Male,78,Hurghada,Red Sea,2021-05-08,Month-to-month,Credit card,No,Yes,No,Yes
C11235,Male,30,Assiut,Upper Egypt,2023-08-31,Month-to-month,Electronic check,No,Yes,Yes,No
C11236,Male,64,Luxor,Upper Egypt,2023-10-12,One year,Electronic check,No,No,No,Yes
C11237,Male,65,Luxor,Upper Egypt,2022-05-12,Month-to-month,Electronic check,No,Yes,Yes,No
C11238,Male,34,Alexandria,Delta,2020-09-04,Month-to-month,Credit card,No,No,Yes,Yes
C11239,Male,49,Luxor,Upper Egypt,2020-02-19,One year,Credit card,Yes,No,No,Yes
C11240,Female,64,Hurghada,Red Sea,2023-02-14,Month-to-month,Electronic check,No,No,Yes,No
C11241,Male,36,Giza,Greater Cairo,2021-12-27,Two year,Credit card,No,No,No,Yes
C11242,Male,39,Hurghada,Red Sea,2021-01-10,One year,Bank transfer,No,Yes,Yes,No
C11243,Female,33,Ismailia,Suez,2023-08-22,Month-to-month,Electronic check,No,No,Yes,Yes
C11244,Female,27,Assiut,Upper Egypt,2020-04-08,One year,Credit card,No,No,No,Yes
C11245,Female,32,Alexandria,Delta,2020-10-20,Month-to-month,Credit card,No,Yes,No,Yes
C11246,Female,24,Giza,Greater Cairo,2021-12-12,Month-to-month,Electronic check,No,No,Yes,No
C11247,Female,42,Mansoura,Delta,2023-05-26,One year,Credit card,No,Yes,Yes,Yes
C11248,Male,31,Cairo,Greater Cairo,2023-05-10,Two year,Credit card,No,Yes,Yes,Yes
C11249,Male,45,Assiut,Upper Egypt,2021-02-20,Month-to-month,Credit card,No,No,Yes,No
C11250,Female,20,Giza,Greater Cairo,2023-12-17,Two year,Electronic check,No,No,No,Yes
C11251,Male,46,Mansoura,Delta,2023-10-01,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C11252,Female,53,Mansoura,Delta,2022-07-17,One year,Mailed check,No,No,Yes,Yes
C11253,Female,18,Tanta,Delta,2023-02-17,One year,Credit card,Yes,Yes,Yes,Yes
C11254,Female,47,Tanta,Delta,2023-10-11,Month-to-month,Mailed check,No,Yes,No,Yes
C11255,Male,59,Ismailia,Suez,2020-06-30,Two year,Credit card,No,Yes,No,Yes
C11256,Male,25,Hurghada,Red Sea,2020-12-30,Month-to-month,Bank transfer,No,Yes,No,Yes
C11257,Male,65,Mansoura,Delta,2021-04-19,Two year,Bank transfer,No,No,No,Yes
C11258,Female,47,Giza,Greater Cairo,2021-03-24,Month-to-month,Credit card,No,No,No,No
C11259,Female,32,Tanta,Delta,2023-09-18,Month-to-month,Electronic check,No,Yes,No,Yes
C11260,Male,41,Aswan,Upper Egypt,2022-09-28,One year,Bank transfer,Yes,No,Yes,No
C11261,Female,49,Cairo,Greater Cairo,2023-02-25,One year,Electronic check,No,No,No,Yes
C11262,Female,43,Cairo,Greater Cairo,2021-07-03,Month-to-month,Electronic check,No,Yes,No,Yes
C11263,Male,49,Suez,Suez,2020-12-07,One year,Credit card,Yes,No,Yes,Yes
C11264,Male,29,Hurghada,Red Sea,2020-02-13,Two year,Electronic check,No,No,Yes,Yes
C11265,Male,44,Assiut,Upper Egypt,2023-01-01,Month-to-month,Electronic check,No,Yes,No,No
C11266,Female,22,Assiut,Upper Egypt,2022-04-26,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11267,Male,40,Port Said,Suez,2022-03-25,One year,Electronic check,No,Yes,Yes,Yes
C11268,Male,29,Cairo,Greater Cairo,2021-07-11,One year,Credit card,No,No,Yes,No
C11269,Female,31,Giza,Greater Cairo,2020-06-05,Month-to-month,Bank transfer,No,No,Yes,Yes
C11270,Male,59,Giza,Greater Cairo,2023-04-19,One year,Electronic check,No,No,No,Yes
C11271,Male,57,Mansoura,Delta,2021-07-15,Month-to-month,Electronic check,No,No,No,Yes
C11272,Male,50,Tanta,Delta,2022-04-12,One year,Mailed check,No,Yes,No,Yes
C11273,Female,26,Hurghada,Red Sea,2022-03-17,Two year,Credit card,No,No,Yes,Yes
C11274,Male,37,Luxor,Upper Egypt,2021-04-20,Month-to-month,Mailed check,Yes,No,No,Yes
C11275,Male,58,Giza,Greater Cairo,2023-02-22,Month-to-month,Credit card,No,Yes,Yes,Yes
C11276,Female,43,Port Said,Suez,2023-03-06,One year,Electronic check,No,No,No,Yes
C11277,Male,74,Cairo,Greater Cairo,2021-10-20,One year,Bank transfer,No,No,Yes,Yes
C11278,Female,47,Port Said,Suez,2022-10-20,Month-to-month,Bank transfer,No,No,Yes,No
C11279,Female,44,Hurghada,Red Sea,2020-06-07,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11280,Male,37,Cairo,Greater Cairo,2022-05-18,Month-to-month,Bank transfer,No,Yes,No,Yes
C11281,Female,43,Giza,Greater Cairo,2022-06-10,Two year,Bank transfer,No,No,No,Yes
C11282,Female,39,Suez,Suez,2023-08-24,Month-to-month,Electronic check,No,No,No,Yes
C11283,Male,51,Assiut,Upper Egypt,2020-10-04,Month-to-month,Bank transfer,No,No,No,Yes
C11284,Female,55,Giza,Greater Cairo,2020-01-12,Month-to-month,Electronic check,No,No,No,Yes
C11285,Female,30,Suez,Suez,2020-11-16,Month-to-month,Bank transfer,No,No,Yes,No
C11286,Female,23,Mansoura,Delta,2022-05-22,One year,Electronic check,No,No,No,Yes
C11287,Male,18,Giza,Greater Cairo,2023-04-28,Month-to-month,Bank transfer,No,No,Yes,Yes
C11288,Female,49,Assiut,Upper Egypt,2023-03-24,One year,Bank transfer,No,No,Yes,Yes
C11289,Male,26,Tanta,Delta,2020-07-06,Two year,Bank transfer,Yes,No,Yes,Yes
C11290,Male,18,Alexandria,Delta,2022-11-13,Two year,Mailed check,No,No,Yes,Yes
C11291,Female,47,Luxor,Upper Egypt,2022-02-28,One year,Mailed check,No,No,Yes,No
C11292,Male,76,Alexandria,Delta,2023-07-21,Two year,Bank transfer,No,No,No,Yes
C11293,Female,41,Ismailia,Suez,2020-09-03,One year,Mailed check,No,Yes,No,No
C11294,Female,53,Hurghada,Red Sea,2022-05-18,Month-to-month,Bank transfer,No,Yes,No,Yes
C11295,Male,43,Tanta,Delta,2022-06-24,Month-to-month,Electronic check,No,No,Yes,No
C11296,Female,40,Port Said,Suez,2020-01-27,One year,Electronic check,No,No,No,Yes
C11297,Female,54,Mansoura,Delta,2023-07-04,Month-to-month,Bank transfer,Yes,No,No,Yes
C11298,Female,37,Hurghada,Red Sea,2023-08-19,One year,Credit card,Yes,Yes,Yes,Yes
C11299,Male,45,Alexandria,Delta,2020-06-18,Month-to-month,Credit card,Yes,Yes,No,Yes
C11300,Female,46,Tanta,Delta,2023-09-03,One year,Electronic check,No,No,Yes,No
C11301,Female,32,Port Said,Suez,2020-01-30,Two year,Mailed check,No,Yes,Yes,Yes
C11302,Male,55,Hurghada,Red Sea,2021-06-30,Month-to-month,Mailed check,No,Yes,No,Yes
C11303,Male,39,Mansoura,Delta,2021-07-14,One year,Electronic check,No,Yes,No,Yes
C11304,Male,31,Alexandria,Delta,2020-06-25,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11305,Female,49,Aswan,Upper Egypt,2020-06-15,Two year,Credit card,No,Yes,Yes,Yes
C11306,Female,29,Hurghada,Red Sea,2021-08-10,Month-to-month,Electronic check,No,Yes,Yes,Yes
C11307,Male,42,Alexandria,Delta,2021-08-27,Month-to-month,Mailed check,Yes,No,No,Yes
C11308,Female,41,Ismailia,Suez,2023-11-08,Two year,Electronic check,No,No,Yes,Yes
C11309,Male,57,Hurghada,Red Sea,2022-06-07,Month-to-month,Credit card,No,Yes,No,Yes
C11310,Female,48,Giza,Greater Cairo,2022-11-17,One year,Electronic check,No,Yes,Yes,Yes
C11311,Male,41,Aswan,Upper Egypt,2020-10-13,Month-to-month,Electronic check,No,Yes,No,Yes
C11312,Female,53,Cairo,Greater Cairo,2020-11-21,Month-to-month,Electronic check,No,Yes,Yes,No
C11313,Female,61,Alexandria,Delta,2022-08-14,One year,Bank transfer,No,No,No,Yes
C11314,Female,49,Tanta,Delta,2021-06-01,One year,Bank transfer,No,No,No,Yes
C11315,Male,42,Port Said,Suez,2020-08-08,Month-to-month,Credit card,No,No,Yes,Yes
C11316,Male,23,Mansoura,Delta,2023-05-07,Two year,Credit card,No,Yes,Yes,Yes
C11317,Male,27,Giza,Greater Cairo,2021-09-25,One year,Electronic check,No,No,Yes,Yes
C11318,Male,37,Tanta,Delta,2020-12-18,Month-to-month,Electronic check,No,Yes,No,Yes
C11319,Male,33,Alexandria,Delta,2023-11-03,One year,Credit card,Yes,Yes,No,Yes
C11320,Female,39,Hurghada,Red Sea,2021-03-11,Two year,Bank transfer,No,Yes,Yes,Yes
C11321,Female,42,Alexandria,Delta,2022-03-29,One year,Credit card,No,No,No,Yes
C11322,Female,49,Aswan,Upper Egypt,2023-10-03,One year,Bank transfer,No,Yes,Yes,Yes
C11323,Female,41,Port Said,Suez,2020-01-04,One year,Bank transfer,No,Yes,Yes,Yes
C11324,Male,48,Tanta,Delta,2021-09-10,Month-to-month,Electronic check,No,No,Yes,Yes
C11325,Female,42,Ismailia,Suez,2022-09-11,Month-to-month,Credit card,No,Yes,No,Yes
C11326,Male,18,Aswan,Upper Egypt,2020-06-18,Month-to-month,Bank transfer,No,No,Yes,Yes
C11327,Male,28,Suez,Suez,2022-11-04,Month-to-month,Mailed check,No,No,No,Yes
C11328,Female,39,Luxor,Upper Egypt,2021-06-13,One year,Electronic check,No,No,No,No
C11329,Female,25,Port Said,Suez,2022-01-17,Month-to-month,Electronic check,No,No,Yes,Yes
C11330,Female,50,Hurghada,Red Sea,2023-04-23,Month-to-month,Mailed check,No,No,No,Yes
C11331,Female,63,Cairo,Greater Cairo,2020-09-05,Two year,Mailed check,Yes,No,No,Yes
C11332,Female,59,Cairo,Greater Cairo,2023-01-16,Month-to-month,Electronic check,No,No,No,Yes
C11333,Male,39,Suez,Suez,2020-08-16,Month-to-month,Electronic check,No,Yes,Yes,Yes
C11334,Male,62,Alexandria,Delta,2020-10-23,One year,Mailed check,No,No,Yes,No
C11335,Female,44,Cairo,Greater Cairo,2020-06-05,Month-to-month,Electronic check,No,Yes,No,Yes
C11336,Male,37,Assiut,Upper Egypt,2023-07-28,One year,Mailed check,Yes,No,Yes,No
C11337,Female,33,Giza,Greater Cairo,2021-01-27,One year,Credit card,No,Yes,Yes,Yes
C11338,Female,37,Tanta,Delta,2022-06-13,Month-to-month,Bank transfer,No,Yes,No,No
C11339,Female,36,Mansoura,Delta,2020-01-11,Month-to-month,Electronic check,No,Yes,No,Yes
C11340,Female,44,Giza,Greater Cairo,2021-03-29,Month-to-month,Bank transfer,No,No,No,Yes
C11341,Female,44,Port Said,Suez,2022-03-07,Month-to-month,Bank transfer,No,No,No,No
C11342,Male,42,Aswan,Upper Egypt,2022-10-18,Month-to-month,Bank transfer,No,No,No,Yes
C11343,Male,48,Ismailia,Suez,2022-09-23,One year,Mailed check,No,No,No,Yes
C11344,Female,58,Aswan,Upper Egypt,2023-10-13,Month-to-month,Electronic check,No,No,No,Yes
C11345,Male,55,Mansoura,Delta,2023-02-13,One year,Credit card,No,Yes,No,Yes
C11346,Male,21,Giza,Greater Cairo,2022-03-21,Month-to-month,Credit card,No,Yes,Yes,Yes
C11347,Female,18,Port Said,Suez,2022-04-16,Month-to-month,Electronic check,No,No,No,Yes
C11348,Male,55,Ismailia,Suez,2023-11-07,Two year,Credit card,No,No,Yes,No
C11349,Female,22,Aswan,Upper Egypt,2021-08-09,Two year,Mailed check,No,Yes,No,Yes
C11350,Female,38,Aswan,Upper Egypt,2023-09-05,Month-to-month,Credit card,No,No,No,Yes
C11351,Male,25,Suez,Suez,2021-04-04,Month-to-month,Bank transfer,No,No,Yes,Yes
C11352,Male,18,Alexandria,Delta,2023-03-11,One year,Bank transfer,No,Yes,No,Yes
C11353,Male,49,Alexandria,Delta,2022-07-26,Month-to-month,Credit card,No,Yes,No,Yes
C11354,Male,52,Cairo,Greater Cairo,2021-02-27,One year,Mailed check,No,No,Yes,No
C11355,Female,33,Port Said,Suez,2023-08-06,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11356,Male,18,Cairo,Greater Cairo,2020-03-07,One year,Mailed check,No,No,No,Yes
C11357,Female,34,Mansoura,Delta,2023-01-05,Month-to-month,Credit card,No,Yes,No,Yes
C11358,Male,47,Mansoura,Delta,2022-03-26,Two year,Bank transfer,Yes,No,No,Yes
C11359,Male,21,Giza,Greater Cairo,2020-10-25,Two year,Bank transfer,No,Yes,Yes,Yes
C11360,Female,44,Alexandria,Delta,2021-05-12,One year,Electronic check,Yes,Yes,No,No
C11361,Female,41,Tanta,Delta,2021-06-16,Month-to-month,Bank transfer,No,No,No,Yes
C11362,Male,50,Alexandria,Delta,2020-10-30,One year,Electronic check,No,No,No,Yes
C11363,Male,43,Suez,Suez,2023-07-22,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C11364,Female,28,Luxor,Upper Egypt,2021-06-10,One year,Electronic check,No,No,Yes,Yes
C11365,Female,58,Assiut,Upper Egypt,2022-11-07,One year,Credit card,No,Yes,No,Yes
C11366,Female,39,Port Said,Suez,2022-02-05,Month-to-month,Credit card,No,No,Yes,Yes
C11367,Female,41,Cairo,Greater Cairo,2023-10-01,Two year,Mailed check,No,Yes,Yes,Yes
C11368,Male,28,Ismailia,Suez,2021-02-07,Month-to-month,Mailed check,No,Yes,Yes,Yes
C11369,Female,35,Ismailia,Suez,2020-03-08,Month-to-month,Electronic check,No,Yes,No,Yes
C11370,Male,29,Cairo,Greater Cairo,2022-07-03,One year,Electronic check,No,Yes,Yes,Yes
C11371,Female,39,Alexandria,Delta,2020-03-23,Two year,Electronic check,No,Yes,Yes,No
C11372,Male,65,Port Said,Suez,2021-09-12,Month-to-month,Electronic check,No,No,No,Yes
C11373,Male,22,Assiut,Upper Egypt,2023-07-22,Month-to-month,Mailed check,No,No,Yes,Yes
C11374,Male,19,Suez,Suez,2022-09-24,Month-to-month,Electronic check,No,Yes,No,Yes
C11375,Male,62,Suez,Suez,2023-07-24,One year,Mailed check,Yes,No,No,Yes
C11376,Male,39,Assiut,Upper Egypt,2022-11-04,Month-to-month,Electronic check,No,No,Yes,Yes
C11377,Female,32,Ismailia,Suez,2022-06-20,Month-to-month,Bank transfer,No,Yes,No,No
C11378,Female,56,Aswan,Upper Egypt,2020-11-30,Month-to-month,Credit card,No,Yes,No,Yes
C11379,Male,33,Tanta,Delta,2020-08-10,One year,Electronic check,No,No,No,Yes
C11380,Female,67,Suez,Suez,2021-03-06,One year,Electronic check,Yes,No,Yes,No
C11381,Male,51,Assiut,Upper Egypt,2022-11-23,Two year,Bank transfer,No,No,Yes,No
C11382,Female,35,Mansoura,Delta,2022-01-29,Month-to-month,Electronic check,No,No,No,Yes
C11383,Female,72,Luxor,Upper Egypt,2020-01-12,One year,Mailed check,No,No,Yes,No
C11384,Female,33,Cairo,Greater Cairo,2023-12-13,Month-to-month,Bank transfer,No,No,Yes,Yes
C11385,Female,52,Assiut,Upper Egypt,2023-02-16,One year,Electronic check,No,No,No,Yes
C11386,Male,46,Alexandria,Delta,2021-10-28,One year,Credit card,No,Yes,No,Yes
C11387,Female,60,Tanta,Delta,2021-07-27,Two year,Bank transfer,Yes,Yes,No,Yes
C11388,Female,63,Aswan,Upper Egypt,2021-08-05,Month-to-month,Electronic check,No,No,No,No
C11389,Male,42,Suez,Suez,2021-09-04,One year,Bank transfer,No,No,No,Yes
C11390,Female,31,Hurghada,Red Sea,2020-02-14,Month-to-month,Credit card,No,No,No,No
C11391,Female,48,Hurghada,Red Sea,2021-03-15,Month-to-month,Mailed check,No,No,Yes,Yes
C11392,Female,32,Mansoura,Delta,2023-05-21,One year,Electronic check,Yes,No,No,Yes
C11393,Female,70,Cairo,Greater Cairo,2022-12-18,Month-to-month,Credit card,No,No,Yes,No
C11394,Female,43,Port Said,Suez,2022-10-04,Month-to-month,Electronic check,Yes,Yes,Yes,No
C11395,Male,36,Port Said,Suez,2020-11-20,One year,Credit card,Yes,No,Yes,Yes
C11396,Female,44,Mansoura,Delta,2022-08-11,Month-to-month,Credit card,No,No,Yes,Yes
C11397,Female,23,Aswan,Upper Egypt,2022-12-16,One year,Bank transfer,No,Yes,No,Yes
C11398,Male,28,Suez,Suez,2022-03-09,Month-to-month,Electronic check,No,No,Yes,Yes
C11399,Female,58,Port Said,Suez,2022-07-26,One year,Electronic check,No,No,Yes,Yes
C11400,Male,32,Tanta,Delta,2021-09-23,Month-to-month,Electronic check,No,Yes,Yes,Yes
