ticket_id,customer_id,open_date,close_date,category,priority,satisfaction_score,resolved,handling_time_hours
T2278,C12222,2024-05-09,2024-05-10,Network,Low,1,Yes,30
T2279,C12764,2024-04-12,2024-04-12,Technical,Medium,2,Yes,7
T2280,C14558,2024-10-27,2024-10-29,Technical,Low,4,No,61
T2281,C12829,2024-11-28,2024-11-28,Technical,High,5,No,4
T2282,C13024,2024-09-19,2024-09-19,Account,Low,2,Yes,22
T2283,C14705,2024-07-25,2024-07-25,Billing,High,4,Yes,18
T2284,C14019,2024-08-23,2024-08-23,Network,High,5,Yes,18
T2285,C12962,2024-11-23,2024-11-23,Account,Medium,3,Yes,1
T2286,C14114,2024-01-17,2024-01-18,Technical,High,5,Yes,29
T2287,C11258,2024-08-26,2024-08-26,Billing,Low,5,Yes,8
T2288,C10771,2024-01-02,2024-01-03,Billing,High,3,Yes,27
T2289,C12971,2024-09-20,2024-09-20,Technical,Critical,2,Yes,10
T2290,C13597,2024-01-25,2024-01-25,Billing,Medium,4,Yes,9
T2291,C11086,2024-04-03,2024-04-03,Network,Critical,5,Yes,1
T2292,C14274,2024-02-14,2024-02-14,Billing,High,1,Yes,1
T2293,C10141,2024-02-17,2024-02-17,Technical,High,1,Yes,1
T2294,C11303,2024-02-03,2024-02-03,Technical,Medium,4,Yes,13
T2295,C14696,2024-05-01,2024-05-01,Network,Low,4,Yes,1
T2296,C12098,2024-07-30,2024-07-31,Billing,High,5,No,38
T2297,C11901,2024-01-09,2024-01-10,Account,Medium,4,No,44
T2298,C10614,2024-03-25,2024-03-25,Network,Low,1,Yes,8
T2299,C14022,2024-09-18,2024-09-18,Network,Medium,2,Yes,15
T2300,C10587,2024-06-29,2024-06-30,Network,Low,3,Yes,28
T2301,C14628,2024-10-16,2024-10-16,Billing,Critical,2,Yes,17
T2302,C13193,2024-02-19,2024-02-19,Account,Low,2,Yes,23
T2303,C10591,2024-01-22,2024-01-22,Network,Medium,1,No,16
T2304,C11431,2024-02-06,2024-02-07,Network,High,2,Yes,26
T2305,C11337,2024-08-14,2024-08-15,Network,High,4,Yes,35
T2306,C10413,2024-08-14,2024-08-14,Network,High,5,Yes,2
T2307,C10850,2024-02-25,2024-02-25,Network,Low,3,Yes,4
T2308,C13501,2024-12-14,2024-12-16,Network,Low,1,Yes,53
T2309,C13293,2024-02-17,2024-02-17,Account,Medium,1,Yes,12
T2310,C12273,2024-10-03,2024-10-03,Billing,Medium,2,Yes,2
T2311,C10054,2024-11-16,2024-11-16,Account,Low,3,Yes,2
T2312,C12127,2024-08-08,2024-08-08,Network,Medium,4,Yes,1
T2313,C10790,2024-01-20,2024-01-20,Network,High,5,Yes,21
T2314,C11977,2024-02-01,2024-02-01,Technical,Low,4,Yes,1
T2315,C14527,2024-04-03,2024-04-03,Account,Low,3,Yes,7
T2316,C11717,2024-09-21,2024-09-21,Network,Low,4,Yes,5
T2317,C12940,2024-08-14,2024-08-14,Billing,Low,2,Yes,21
T2318,C10764,2024-09-10,2024-09-11,Billing,Critical,1,Yes,26
T2319,C13789,2024-09-01,2024-09-02,Network,High,5,Yes,34
T2320,C13322,2024-10-01,2024-10-01,Billing,Low,3,Yes,16
T2321,C14260,2024-06-22,2024-06-23,Technical,Medium,3,Yes,24
T2322,C10325,2024-08-31,2024-09-03,Technical,Medium,3,Yes,78
T2323,C10028,2024-03-22,2024-03-22,Billing,Critical,4,Yes,4
T2324,C12218,2024-03-08,2024-03-08,Technical,Low,1,Yes,12
T2325,C14031,2024-01-10,2024-01-10,Technical,Medium,1,Yes,1
T2326,C14678,2024-07-11,2024-07-11,Network,High,3,No,1
T2327,C10834,2024-01-09,2024-01-09,Network,High,4,Yes,11
T2328,C13819,2024-07-08,2024-07-09,Billing,Low,3,Yes,32
T2329,C13326,2024-11-16,2024-11-16,Network,Critical,2,Yes,5
T2330,C13042,2024-07-08,2024-07-09,Billing,Low,5,Yes,34
T2331,C11678,2024-04-04,2024-04-04,Account,Medium,4,Yes,7
T2332,C13721,2024-11-01,2024-11-01,Network,Medium,5,Yes,2
T2333,C11202,2024-12-06,2024-12-06,Account,High,3,Yes,17
T2334,C11435,2024-06-14,2024-06-14,Network,Medium,3,Yes,23
T2335,C11505,2024-01-07,2024-01-07,Network,Low,5,Yes,1
T2336,C11641,2024-10-04,2024-10-04,Billing,Critical,3,No,18
T2337,C12947,2024-06-04,2024-06-04,Network,High,4,No,6
T2338,C10220,2024-02-16,2024-02-16,Billing,High,3,No,2
T2339,C10627,2024-05-06,2024-05-07,Network,High,2,Yes,41
T2340,C11562,2024-10-27,2024-10-27,Technical,Medium,2,Yes,19
T2341,C14498,2024-05-08,2024-05-08,Billing,Medium,4,Yes,12
T2342,C11788,2024-12-15,2024-12-15,Network,Medium,3,Yes,6
T2343,C12542,2024-06-01,2024-06-01,Billing,High,3,Yes,5
T2344,C13875,2024-06-30,2024-07-01,Technical,Medium,2,Yes,24
T2345,C11791,2024-08-25,2024-08-25,Account,Low,3,Yes,4
T2346,C12755,2024-02-07,2024-02-09,Network,Low,5,Yes,53
T2347,C10311,2024-10-12,2024-10-12,Network,Critical,1,Yes,23
T2348,C14988,2024-05-08,2024-05-08,Network,Medium,4,Yes,3
T2349,C11357,2024-12-08,2024-12-09,Billing,Medium,5,Yes,36
T2350,C11916,2024-02-24,2024-02-24,Billing,Medium,2,Yes,3
T2351,C14975,2024-10-21,2024-10-21,Technical,Medium,1,Yes,3
T2352,C13984,2024-11-27,2024-11-27,Technical,Low,1,Yes,3
T2353,C12469,2024-09-10,2024-09-10,Billing,High,3,Yes,5
T2354,C11645,2024-10-08,2024-10-08,Network,Medium,4,Yes,1
T2355,C13548,2024-12-19,2024-12-19,Network,Medium,1,Yes,22
T2356,C11551,2024-11-05,2024-11-06,Billing,High,5,No,46
T2357,C11261,2024-12-17,2024-12-17,Network,Medium,5,Yes,21
T2358,C12997,2024-11-17,2024-11-17,Account,Medium,3,Yes,11
T2359,C10109,2024-07-11,2024-07-12,Technical,Medium,5,No,31
T2360,C12294,2024-01-11,2024-01-11,Billing,High,1,Yes,15
T2361,C11317,2024-02-13,2024-02-13,Account,Low,3,Yes,3
T2362,C11842,2024-09-08,2024-09-12,Technical,Low,2,No,106
T2363,C13075,2024-12-12,2024-12-12,Technical,Low,5,Yes,16
T2364,C11941,2024-12-12,2024-12-12,Network,High,2,Yes,9
T2365,C13671,2024-10-20,2024-10-20,Network,High,3,Yes,6
T2366,C13711,2024-04-22,2024-04-25,Network,Low,3,Yes,75
T2367,C14712,2024-12-11,2024-12-11,Billing,Medium,1,Yes,20
T2368,C11330,2024-01-17,2024-01-18,Billing,Medium,1,Yes,39
T2369,C14751,2024-05-12,2024-05-12,Network,Low,3,No,7
T2370,C12843,2024-05-02,2024-05-02,Technical,Critical,4,Yes,23
T2371,C10178,2024-09-26,2024-09-26,Technical,Medium,4,Yes,10
T2372,C13325,2024-01-29,2024-01-31,Network,Medium,3,Yes,66
T2373,C10877,2024-01-20,2024-01-21,Network,Low,4,Yes,28
T2374,C10543,2024-11-14,2024-11-14,Network,High,2,No,1
T2375,C14733,2024-12-03,2024-12-03,Network,Medium,4,Yes,1
T2376,C11213,2024-10-26,2024-10-26,Billing,Medium,3,Yes,2
T2377,C14594,2024-02-05,2024-02-07,Account,Medium,3,Yes,67
T2378,C11184,2024-10-11,2024-10-11,Billing,Medium,4,Yes,4
T2379,C13996,2024-07-18,2024-07-18,Network,Medium,5,Yes,20
T2380,C14564,2024-06-24,2024-06-24,Network,Medium,4,No,6
T2381,C13245,2024-08-14,2024-08-17,Billing,Low,3,Yes,78
T2382,C13853,2024-01-09,2024-01-09,Billing,High,4,No,5
T2383,C12048,2024-11-17,2024-11-17,Account,Medium,1,Yes,8
T2384,C12101,2024-08-13,2024-08-13,Network,High,3,No,10
T2385,C12828,2024-03-15,2024-03-15,Billing,Medium,5,Yes,16
T2386,C11576,2024-03-27,2024-03-28,Technical,Low,1,Yes,26
T2387,C13236,2024-11-15,2024-11-15,Account,Medium,1,No,10
T2388,C13560,2024-09-08,2024-09-08,Billing,Medium,3,No,15
T2389,C10413,2024-12-22,2024-12-22,Technical,Medium,2,Yes,20
T2390,C12687,2024-05-10,2024-05-10,Network,High,5,Yes,10
T2391,C10594,2024-07-09,2024-07-09,Billing,Low,4,Yes,5
T2392,C13944,2024-02-05,2024-02-05,Network,Low,2,Yes,11
T2393,C11565,2024-02-20,2024-02-20,Network,High,4,Yes,21
T2394,C13548,2024-08-25,2024-08-26,Network,Low,5,Yes,44
T2395,C14441,2024-07-03,2024-07-04,Network,Medium,3,Yes,30
T2396,C10901,2024-10-28,2024-10-28,Network,Medium,5,Yes,2
T2397,C14764,2024-10-03,2024-10-03,Network,Low,4,Yes,3
T2398,C13896,2024-11-06,2024-11-06,Billing,High,5,Yes,3
T2399,C14217,2024-01-19,2024-01-19,Network,Medium,2,Yes,20
T2400,C10668,2024-07-27,2024-07-27,Billing,Low,5,Yes,16
T2401,C13373,2024-05-19,2024-05-20,Billing,Low,5,Yes,43
T2402,C14162,2024-11-10,2024-11-10,Network,High,1,Yes,1
T2403,C14271,2024-03-07,2024-03-07,Network,Medium,1,Yes,15
T2404,C10694,2024-11-29,2024-11-29,Technical,Low,2,Yes,12
T2405,C14399,2024-12-25,2024-12-26,Network,Medium,4,Yes,40
T2406,C12909,2024-02-27,2024-02-28,Billing,Low,1,Yes,28
T2407,C11250,2024-07-21,2024-07-21,Account,Medium,5,Yes,17
T2408,C13156,2024-02-19,2024-02-19,Billing,Medium,3,Yes,15
T2409,C10802,2024-05-08,2024-05-08,Billing,Low,5,Yes,1
T2410,C12342,2024-08-09,2024-08-09,Technical,Medium,5,Yes,17
T2411,C10799,2024-10-20,2024-10-23,Billing,High,5,Yes,80
T2412,C14394,2024-12-13,2024-12-14,Network,Low,2,Yes,44
T2413,C13277,2024-04-16,2024-04-17,Network,Critical,4,Yes,25
T2414,C13132,2024-01-05,2024-01-05,Technical,Low,5,Yes,21
T2415,C13221,2024-11-06,2024-11-06,Technical,High,5,Yes,3
T2416,C13378,2024-06-02,2024-06-02,Technical,Critical,4,No,1
T2417,C13661,2024-10-02,2024-10-02,Billing,Low,3,No,3
T2418,C14207,2024-10-22,2024-10-22,Network,Low,5,Yes,11
T2419,C12915,2024-05-27,2024-05-28,Billing,Low,4,No,37
T2420,C10764,2024-05-09,2024-05-10,Account,High,3,Yes,33
T2421,C12288,2024-07-15,2024-07-15,Account,Medium,2,Yes,16
T2422,C12029,2024-04-19,2024-04-19,Technical,Low,3,Yes,5
T2423,C11773,2024-12-18,2024-12-18,Account,Low,4,Yes,8
T2424,C11931,2024-08-25,2024-08-27,Billing,Medium,3,Yes,58
T2425,C14828,2024-05-19,2024-05-20,Billing,Medium,3,Yes,27
T2426,C13857,2024-07-26,2024-07-26,Billing,Low,1,Yes,14
T2427,C10182,2024-01-05,2024-01-05,Technical,Medium,3,Yes,1
T2428,C11701,2024-08-09,2024-08-09,Network,Medium,5,Yes,6
T2429,C12992,2024-04-26,2024-04-27,Billing,Low,2,Yes,28
T2430,C11365,2024-01-17,2024-01-18,Network,Medium,3,Yes,24
T2431,C10514,2024-12-30,2024-12-30,Technical,Low,4,Yes,3
T2432,C13355,2024-03-09,2024-03-09,Billing,High,1,No,6
T2433,C14468,2024-11-20,2024-11-21,Network,High,3,Yes,35
T2434,C14944,2024-05-07,2024-05-08,Network,Low,4,Yes,35
T2435,C10267,2024-05-04,2024-05-04,Network,High,4,Yes,1
T2436,C12583,2024-02-05,2024-02-05,Account,Low,3,Yes,3
T2437,C11556,2024-10-08,2024-10-08,Network,High,3,Yes,6
T2438,C11979,2024-10-05,2024-10-05,Network,High,5,No,2
T2439,C11243,2024-04-29,2024-04-30,Network,Critical,3,Yes,47
T2440,C14172,2024-07-24,2024-07-25,Network,Critical,3,Yes,24
T2441,C11448,2024-06-11,2024-06-11,Account,High,3,Yes,21
T2442,C10726,2024-05-29,2024-05-29,Network,Medium,4,Yes,6
T2443,C12158,2024-03-29,2024-03-29,Technical,Low,2,Yes,13
T2444,C12890,2024-01-19,2024-01-19,Billing,Medium,4,Yes,9
T2445,C12228,2024-03-05,2024-03-05,Technical,Medium,3,Yes,3
T2446,C10781,2024-06-20,2024-06-22,Billing,Critical,5,Yes,58
T2447,C12405,2024-09-17,2024-09-17,Network,Critical,1,Yes,20
T2448,C14457,2024-09-23,2024-09-23,Billing,Low,5,Yes,21
T2449,C12964,2024-10-03,2024-10-04,Billing,Medium,4,Yes,28
T2450,C10282,2024-11-30,2024-11-30,Network,Low,4,Yes,5
T2451,C12836,2024-09-10,2024-09-10,Technical,Medium,4,Yes,7
T2452,C14318,2024-03-11,2024-03-12,Account,High,1,No,28
T2453,C10045,2024-09-11,2024-09-11,Network,Medium,4,Yes,15
T2454,C10147,2024-01-30,2024-01-30,Account,Low,5,Yes,14
T2455,C13303,2024-07-07,2024-07-07,Network,Low,2,Yes,19
T2456,C10973,2024-06-04,2024-06-04,Network,Medium,5,Yes,1
T2457,C12466,2024-03-07,2024-03-07,Billing,Low,5,Yes,10
T2458,C13652,2024-10-21,2024-10-22,Network,Low,1,Yes,24
T2459,C11710,2024-01-01,2024-01-03,Network,Medium,3,No,51
T2460,C14041,2024-01-07,2024-01-08,Network,High,3,Yes,24
T2461,C13997,2024-06-07,2024-06-07,Network,Low,5,Yes,6
T2462,C10456,2024-06-24,2024-06-24,Network,Critical,1,Yes,1
T2463,C11799,2024-09-17,2024-09-17,Network,Medium,4,No,9
T2464,C13557,2024-12-17,2024-12-17,Billing,Medium,4,Yes,23
T2465,C10558,2024-01-14,2024-01-14,Billing,Medium,3,Yes,9
T2466,C11343,2024-01-03,2024-01-05,Network,Low,2,Yes,69
T2467,C14443,2024-05-08,2024-05-09,Account,Low,3,Yes,47
T2468,C12810,2024-07-06,2024-07-06,Network,Low,4,Yes,6
T2469,C14333,2024-11-20,2024-11-20,Network,Low,4,Yes,7
T2470,C12869,2024-01-15,2024-01-15,Billing,Low,2,Yes,5
T2471,C14732,2024-12-10,2024-12-10,Network,Low,4,No,22
T2472,C14116,2024-05-30,2024-05-30,Network,Low,2,Yes,4
T2473,C14472,2024-03-30,2024-03-30,Billing,Medium,2,No,1
T2474,C10161,2024-08-05,2024-08-06,Network,High,1,Yes,41
T2475,C14431,2024-12-08,2024-12-10,Billing,Medium,5,No,49
T2476,C13250,2024-01-22,2024-01-22,Billing,Low,4,Yes,4
T2477,C14622,2024-10-26,2024-10-26,Billing,High,2,Yes,7
T2478,C12136,2024-06-16,2024-06-16,Billing,Low,5,Yes,14
T2479,C12023,2024-03-04,2024-03-05,Network,Medium,3,Yes,31
T2480,C10118,2024-02-05,2024-02-07,Network,Low,3,Yes,53
T2481,C13867,2024-05-04,2024-05-04,Network,High,3,Yes,9
T2482,C10259,2024-11-18,2024-11-18,Technical,High,2,Yes,17
T2483,C11867,2024-10-06,2024-10-06,Billing,Medium,5,Yes,3
T2484,C13063,2024-05-17,2024-05-17,Network,High,3,Yes,16
T2485,C13182,2024-12-25,2024-12-25,Network,High,5,Yes,2
T2486,C13453,2024-11-19,2024-11-19,Technical,High,1,Yes,22
T2487,C11393,2024-06-13,2024-06-14,Account,Medium,4,Yes,27
T2488,C14664,2024-08-15,2024-08-15,Network,Low,2,Yes,3
T2489,C11580,2024-03-04,2024-03-04,Network,High,2,Yes,1
T2490,C14138,2024-12-14,2024-12-14,Technical,Medium,3,Yes,7
T2491,C14675,2024-04-08,2024-04-08,Technical,High,4,Yes,16
T2492,C11062,2024-12-19,2024-12-19,Network,Low,5,Yes,4
T2493,C14212,2024-10-12,2024-10-13,Billing,Medium,2,Yes,41
T2494,C12023,2024-11-26,2024-11-26,Account,Low,4,Yes,14
T2495,C14686,2024-08-25,2024-08-25,Technical,Medium,4,Yes,16
T2496,C13853,2024-01-16,2024-01-16,Network,High,4,Yes,15
T2497,C10231,2024-08-30,2024-08-30,Account,Critical,3,Yes,10
T2498,C10318,2024-05-06,2024-05-06,Account,Medium,5,Yes,4
T2499,C11226,2024-11-06,2024-11-08,Technical,High,4,Yes,64
T2500,C11519,2024-05-31,2024-06-01,Billing,Low,4,Yes,34
T2501,C14479,2024-01-16,2024-01-16,Technical,Low,5,No,10
T2502,C12827,2024-07-19,2024-07-21,Network,Medium,3,Yes,52
T2503,C10125,2024-11-21,2024-11-21,Billing,Medium,4,No,12
T2504,C12725,2024-09-29,2024-09-29,Billing,Low,5,Yes,1
T2505,C11927,2024-02-08,2024-02-09,Technical,High,5,No,35
T2506,C10764,2024-04-04,2024-04-04,Network,Medium,5,No,8
T2507,C14047,2024-01-28,2024-01-28,Network,Low,4,Yes,3
T2508,C13977,2024-02-06,2024-02-06,Technical,Medium,3,No,18
T2509,C13752,2024-05-12,2024-05-12,Technical,Medium,4,Yes,15
T2510,C13264,2024-02-09,2024-02-09,Network,High,5,Yes,9
T2511,C11535,2024-12-29,2024-12-29,Technical,Medium,4,Yes,4
T2512,C10419,2024-02-04,2024-02-04,Billing,Medium,3,Yes,3
T2513,C11503,2024-11-18,2024-11-18,Network,Medium,3,Yes,2
T2514,C10857,2024-07-28,2024-07-28,Account,Medium,5,No,14
T2515,C10170,2024-03-17,2024-03-17,Network,Medium,3,Yes,17
T2516,C12725,2024-05-20,2024-05-20,Network,Critical,2,Yes,1
T2517,C12880,2024-04-13,2024-04-14,Technical,Low,4,Yes,26
T2518,C10445,2024-04-25,2024-04-25,Network,Low,3,Yes,17
T2519,C10904,2024-10-04,2024-10-04,Technical,Medium,3,Yes,11
T2520,C14906,2024-10-30,2024-10-31,Technical,Low,4,Yes,30
T2521,C14411,2024-07-10,2024-07-11,Technical,Medium,5,No,24
T2522,C14954,2024-12-30,2024-12-31,Billing,High,5,Yes,31
T2523,C12985,2024-01-07,2024-01-07,Technical,Critical,4,Yes,13
T2524,C11208,2024-12-18,2024-12-18,Network,Medium,4,No,13
T2525,C11781,2024-12-06,2024-12-06,Account,Medium,5,Yes,1
T2526,C11524,2024-01-08,2024-01-08,Billing,Critical,4,No,2
T2527,C10307,2024-05-31,2024-06-01,Technical,Low,2,Yes,25
T2528,C11119,2024-11-25,2024-11-25,Billing,Medium,4,No,14
T2529,C12080,2024-01-08,2024-01-08,Account,Low,4,No,17
T2530,C10148,2024-05-05,2024-05-07,Billing,Low,1,Yes,63
T2531,C13003,2024-09-15,2024-09-15,Network,Critical,2,Yes,20
T2532,C10824,2024-10-06,2024-10-06,Network,Low,2,Yes,23
T2533,C12742,2024-01-20,2024-01-20,Technical,Medium,2,Yes,1
T2534,C14436,2024-07-20,2024-07-20,Account,High,2,Yes,4
T2535,C10917,2024-05-04,2024-05-05,Technical,High,5,Yes,27
T2536,C13490,2024-02-28,2024-02-28,Account,High,5,Yes,1
T2537,C14959,2024-05-18,2024-05-22,Billing,Medium,3,No,101
T2538,C12360,2024-06-14,2024-06-15,Billing,Medium,3,Yes,36
T2539,C12220,2024-04-23,2024-04-23,Network,Low,3,Yes,17
T2540,C12227,2024-06-01,2024-06-01,Network,Medium,2,Yes,6
T2541,C11797,2024-09-16,2024-09-16,Network,Low,3,Yes,10
T2542,C10058,2024-03-20,2024-03-20,Network,High,4,Yes,5
T2543,C11510,2024-07-08,2024-07-08,Account,Low,3,Yes,1
T2544,C14926,2024-05-03,2024-05-03,Technical,Critical,5,Yes,6
T2545,C11456,2024-11-19,2024-11-19,Technical,Medium,2,Yes,14
T2546,C11217,2024-05-11,2024-05-11,Account,Low,3,Yes,1
T2547,C11806,2024-05-24,2024-05-25,Account,Medium,3,Yes,29
T2548,C14605,2024-03-06,2024-03-06,Technical,Medium,1,Yes,2
T2549,C12520,2024-07-19,2024-07-19,Technical,High,4,Yes,1
T2550,C12993,2024-06-10,2024-06-10,Billing,High,4,No,1
T2551,C13048,2024-09-01,2024-09-02,Technical,Low,4,Yes,35
T2552,C11915,2024-07-27,2024-07-27,Billing,High,4,Yes,4
T2553,C11615,2024-05-15,2024-05-15,Billing,Medium,3,Yes,8
T2554,C12318,2024-02-13,2024-02-13,Network,Low,1,Yes,20
T2555,C12138,2024-11-13,2024-11-13,Billing,Low,5,Yes,2
T2556,C12339,2024-12-10,2024-12-10,Account,Medium,2,Yes,11
T2557,C13187,2024-08-30,2024-08-30,Billing,Low,5,Yes,10
T2558,C10729,2024-05-24,2024-05-26,Technical,High,5,Yes,59
T2559,C13579,2024-02-22,2024-02-23,Billing,Medium,3,Yes,24
T2560,C14405,2024-10-14,2024-10-14,Technical,Low,4,Yes,1
T2561,C13999,2024-08-12,2024-08-13,Technical,Medium,5,Yes,36
T2562,C12599,2024-02-13,2024-02-13,Billing,High,5,Yes,21
T2563,C13771,2024-06-15,2024-06-15,Network,High,2,Yes,6
T2564,C10365,2024-01-10,2024-01-10,Network,Medium,5,Yes,18
T2565,C12197,2024-06-26,2024-06-26,Technical,Low,2,Yes,2
T2566,C11979,2024-03-11,2024-03-12,Technical,High,4,Yes,30
T2567,C14731,2024-02-16,2024-02-17,Billing,High,4,Yes,47
T2568,C10016,2024-02-23,2024-02-23,Technical,Low,2,Yes,15
T2569,C14726,2024-10-26,2024-10-28,Account,Medium,1,Yes,65
T2570,C10642,2024-02-22,2024-02-22,Network,High,4,Yes,18
T2571,C13121,2024-10-23,2024-10-23,Billing,High,5,Yes,3
T2572,C11429,2024-09-15,2024-09-17,Network,Low,3,Yes,61
T2573,C10499,2024-02-21,2024-02-21,Network,Medium,4,No,12
T2574,C11521,2024-06-21,2024-06-21,Network,Low,3,Yes,8
T2575,C11285,2024-07-09,2024-07-09,Network,Low,2,Yes,8
T2576,C10657,2024-01-30,2024-01-30,Billing,Low,1,Yes,15
T2577,C14934,2024-04-22,2024-04-23,Network,Low,3,Yes,32
T2578,C14552,2024-07-26,2024-07-26,Network,Medium,2,Yes,2
T2579,C12746,2024-07-01,2024-07-02,Billing,High,5,No,33
T2580,C10879,2024-01-03,2024-01-04,Billing,Low,4,Yes,27
T2581,C12057,2024-05-28,2024-05-28,Network,High,1,Yes,3
T2582,C12390,2024-12-12,2024-12-13,Billing,Medium,2,Yes,37
T2583,C14830,2024-05-04,2024-05-04,Technical,Medium,4,Yes,8
T2584,C13937,2024-01-22,2024-01-22,Network,Medium,5,Yes,4
T2585,C10690,2024-01-20,2024-01-20,Account,Low,4,Yes,8
T2586,C10138,2024-02-13,2024-02-14,Network,Medium,1,Yes,27
T2587,C11141,2024-04-16,2024-04-16,Billing,Low,1,Yes,9
T2588,C12117,2024-04-02,2024-04-02,Technical,High,3,Yes,20
T2589,C10160,2024-02-13,2024-02-15,Billing,Medium,5,No,63
T2590,C11402,2024-10-28,2024-10-28,Technical,High,2,No,17
T2591,C14252,2024-07-18,2024-07-19,Network,Critical,4,No,29
T2592,C10533,2024-10-20,2024-10-20,Network,Medium,1,Yes,17
T2593,C13355,2024-11-06,2024-11-07,Billing,High,5,Yes,31
T2594,C14084,2024-05-27,2024-05-27,Billing,Critical,4,Yes,6
T2595,C13547,2024-07-17,2024-07-18,Account,Medium,2,Yes,35
T2596,C10183,2024-07-03,2024-07-03,Network,Medium,4,Yes,1
T2597,C13505,2024-11-22,2024-11-22,Billing,Medium,3,Yes,12
T2598,C11692,2024-02-05,2024-02-05,Technical,Low,3,Yes,7
T2599,C11141,2024-02-10,2024-02-10,Account,Low,5,Yes,5
T2600,C14154,2024-03-07,2024-03-07,Billing,Critical,1,Yes,20
T2601,C13864,2024-04-03,2024-04-03,Network,Low,5,Yes,9
T2602,C10009,2024-05-22,2024-05-23,Network,High,5,Yes,38
T2603,C10299,2024-03-16,2024-03-16,Billing,Medium,2,Yes,7
T2604,C11379,2024-01-31,2024-02-02,Technical,Low,4,Yes,65
T2605,C11565,2024-03-20,2024-03-20,Network,High,3,No,13
T2606,C13775,2024-12-14,2024-12-15,Billing,Low,5,Yes,46
T2607,C12854,2024-04-04,2024-04-04,Billing,Medium,5,Yes,18
T2608,C14588,2024-02-06,2024-02-06,Technical,Medium,5,Yes,6
T2609,C12925,2024-11-02,2024-11-02,Billing,Medium,4,Yes,17
T2610,C11705,2024-12-26,2024-12-26,Billing,Low,3,Yes,19
T2611,C12625,2024-07-17,2024-07-17,Account,Low,4,No,21
T2612,C10056,2024-03-02,2024-03-02,Technical,Low,1,No,12
T2613,C11865,2024-07-10,2024-07-11,Billing,Medium,1,Yes,33
T2614,C10110,2024-01-03,2024-01-03,Account,Critical,4,Yes,4
T2615,C10316,2024-02-04,2024-02-04,Account,Medium,4,Yes,11
T2616,C10403,2024-05-24,2024-05-26,Technical,Low,1,Yes,54
T2617,C14611,2024-06-07,2024-06-07,Network,Low,1,Yes,6
T2618,C11472,2024-12-14,2024-12-15,Technical,Low,2,No,38
T2619,C11864,2024-02-10,2024-02-10,Billing,High,4,No,6
T2620,C13171,2024-02-21,2024-02-21,Network,Low,5,No,2
T2621,C14941,2024-02-28,2024-02-28,Billing,Medium,4,No,7
T2622,C14341,2024-03-29,2024-03-29,Technical,Low,3,Yes,4
T2623,C12612,2024-02-04,2024-02-04,Network,Low,1,Yes,4
T2624,C12497,2024-07-13,2024-07-13,Technical,High,4,Yes,7
T2625,C11795,2024-03-12,2024-03-12,Network,Medium,4,Yes,21
T2626,C12441,2024-12-26,2024-12-26,Network,Low,5,Yes,4
T2627,C12648,2024-01-25,2024-01-25,Network,High,1,Yes,2
T2628,C12222,2024-02-11,2024-02-13,Network,High,3,No,65
T2629,C11793,2024-04-07,2024-04-07,Technical,Medium,3,Yes,6
T2630,C13302,2024-06-12,2024-06-12,Technical,High,4,Yes,19
T2631,C14491,2024-07-07,2024-07-08,Network,High,3,Yes,29
T2632,C14370,2024-01-11,2024-01-13,Billing,Medium,2,Yes,63
T2633,C12119,2024-01-01,2024-01-01,Network,High,5,Yes,13
T2634,C14779,2024-10-30,2024-11-02,Technical,Medium,2,Yes,75
T2635,C11498,2024-11-13,2024-11-13,Network,Medium,3,Yes,1
T2636,C12739,2024-08-23,2024-08-23,Network,Low,1,Yes,4
T2637,C13097,2024-03-15,2024-03-15,Network,Critical,1,Yes,7
T2638,C12789,2024-03-16,2024-03-17,Network,High,5,No,37
T2639,C14073,2024-03-07,2024-03-07,Billing,High,3,Yes,1
T2640,C10813,2024-03-05,2024-03-06,Technical,Low,4,Yes,33
T2641,C10962,2024-08-08,2024-08-08,Billing,Low,5,Yes,9
T2642,C14234,2024-10-11,2024-10-11,Billing,Medium,2,No,1
T2643,C10284,2024-05-21,2024-05-22,Account,Medium,4,Yes,40
T2644,C10259,2024-10-31,2024-10-31,Account,Medium,3,Yes,1
T2645,C12227,2024-07-16,2024-07-17,Account,High,2,Yes,47
T2646,C12999,2024-03-24,2024-03-24,Network,High,4,Yes,9
T2647,C11057,2024-01-25,2024-01-25,Network,Medium,3,Yes,12
T2648,C10057,2024-12-05,2024-12-05,Network,High,3,Yes,22
T2649,C11518,2024-04-08,2024-04-10,Network,Medium,4,Yes,61
T2650,C14819,2024-04-09,2024-04-10,Technical,Medium,5,Yes,39
T2651,C11871,2024-11-11,2024-11-11,Network,High,3,No,3
T2652,C10903,2024-07-14,2024-07-14,Network,Medium,4,No,5
T2653,C12663,2024-01-25,2024-01-28,Network,Low,1,Yes,86
T2654,C14844,2024-08-15,2024-08-15,Technical,High,3,Yes,10
T2655,C10121,2024-04-26,2024-04-26,Billing,Low,3,Yes,5
T2656,C14569,2024-11-11,2024-11-11,Technical,Low,4,No,14
T2657,C13359,2024-04-07,2024-04-07,Account,Critical,5,No,1
T2658,C14739,2024-10-21,2024-10-22,Technical,Medium,5,Yes,42
T2659,C14415,2024-04-15,2024-04-15,Account,Medium,2,Yes,3
T2660,C11991,2024-02-16,2024-02-16,Network,Low,3,Yes,9
