bill_id,customer_id,month,amount_due_egp,amount_paid_egp,late_days,payment_failures
B10120,C10844,2024-04,332.33,332.33,1,0
B10121,C10844,2024-05,357.45,357.45,0,0
B10122,C10844,2024-06,341.83,341.83,0,0
B10123,C10844,2024-07,355.82,355.82,0,0
B10124,C10844,2024-08,339.13,339.13,2,0
B10125,C10844,2024-09,296.21,296.21,2,0
B10126,C10844,2024-10,340.3,340.3,0,0
B10127,C10844,2024-11,343.52,343.52,0,0
B10128,C10844,2024-12,344.95,344.95,3,0
B10129,C10845,2024-01,279.14,223.31,6,1
B10130,C10845,2024-02,270.94,270.94,0,0
B10131,C10845,2024-03,261.51,0.0,6,1
B10132,C10845,2024-04,271.13,271.13,3,0
B10133,C10845,2024-05,295.1,295.1,0,0
B10134,C10845,2024-06,288.95,288.95,3,0
B10135,C10845,2024-07,278.67,278.67,3,0
B10136,C10845,2024-08,269.62,269.62,3,0
B10137,C10845,2024-09,297.47,297.47,0,0
B10138,C10845,2024-10,292.26,292.26,2,0
B10139,C10845,2024-11,307.94,307.94,11,0
B10140,C10845,2024-12,288.52,288.52,1,0
B10141,C10846,2024-01,383.27,383.27,2,0
B10142,C10846,2024-02,397.43,397.43,2,0
B10143,C10846,2024-03,394.01,394.01,4,0
B10144,C10846,2024-04,395.08,395.08,6,0
B10145,C10846,2024-05,394.35,394.35,3,0
B10146,C10846,2024-06,367.15,367.15,1,0
B10147,C10846,2024-07,389.96,389.96,5,0
B10148,C10846,2024-08,367.04,367.04,0,0
B10149,C10846,2024-09,396.81,396.81,2,0
B10150,C10846,2024-10,374.9,374.9,0,0
B10151,C10846,2024-11,384.57,384.57,2,0
B10152,C10846,2024-12,376.19,376.19,2,0
B10153,C10847,2024-01,410.35,410.35,0,0
B10154,C10847,2024-02,403.51,403.51,2,0
B10155,C10847,2024-03,403.34,403.34,2,0
B10156,C10847,2024-04,414.66,414.66,1,0
B10157,C10847,2024-05,420.19,0.0,6,1
B10158,C10847,2024-06,393.89,393.89,4,0
B10159,C10847,2024-07,419.63,419.63,0,0
B10160,C10847,2024-08,402.12,402.12,6,0
B10161,C10847,2024-09,415.95,332.76,11,1
B10162,C10847,2024-10,408.62,326.9,17,1
B10163,C10847,2024-11,412.26,412.26,4,0
B10164,C10847,2024-12,395.05,395.05,0,0
B10165,C10848,2024-01,219.97,219.97,0,0
B10166,C10848,2024-02,209.33,209.33,1,0
B10167,C10848,2024-03,198.81,198.81,3,0
B10168,C10848,2024-04,191.08,191.08,0,0
B10169,C10848,2024-05,205.02,205.02,1,0
B10170,C10848,2024-06,193.79,193.79,0,0
B10171,C10848,2024-07,201.4,201.4,2,0
B10172,C10848,2024-08,203.49,203.49,2,0
B10173,C10848,2024-09,182.21,182.21,5,0
B10174,C10848,2024-10,215.47,215.47,2,0
B10175,C10848,2024-11,182.8,182.8,2,0
B10176,C10848,2024-12,206.81,206.81,4,0
B10177,C10849,2024-01,270.82,270.82,0,0
B10178,C10849,2024-02,265.6,265.6,0,0
B10179,C10849,2024-03,278.3,278.3,2,0
B10180,C10849,2024-04,246.39,246.39,2,0
B10181,C10849,2024-05,235.46,235.46,2,0
B10182,C10849,2024-06,282.54,282.54,4,0
B10183,C10849,2024-07,276.8,276.8,0,0
B10184,C10849,2024-08,267.4,267.4,0,0
B10185,C10849,2024-09,212.86,212.86,0,0
B10186,C10849,2024-10,284.64,284.64,2,0
B10187,C10849,2024-11,285.35,285.35,3,0
B10188,C10849,2024-12,235.28,235.28,8,0
B10189,C10850,2024-01,326.17,326.17,0,0
B10190,C10850,2024-02,343.81,343.81,1,0
B10191,C10850,2024-03,323.34,323.34,0,0
B10192,C10850,2024-04,328.06,328.06,7,0
B10193,C10850,2024-05,333.58,333.58,0,0
B10194,C10850,2024-06,340.82,340.82,3,0
B10195,C10850,2024-07,352.11,352.11,4,0
B10196,C10850,2024-08,357.66,357.66,0,0
B10197,C10850,2024-09,324.2,324.2,2,0
B10198,C10850,2024-10,335.05,335.05,0,0
B10199,C10850,2024-11,362.75,362.75,1,0
B10200,C10850,2024-12,335.98,335.98,5,0
B10201,C10851,2024-01,571.12,571.12,0,0
B10202,C10851,2024-02,590.89,590.89,0,0
B10203,C10851,2024-03,571.06,571.06,0,0
B10204,C10851,2024-04,600.62,600.62,0,0
B10205,C10851,2024-05,596.04,298.02,3,1
B10206,C10851,2024-06,597.92,597.92,0,0
B10207,C10851,2024-07,605.62,605.62,1,0
B10208,C10851,2024-08,594.98,594.98,1,0
B10209,C10851,2024-09,584.9,584.9,3,0
B10210,C10851,2024-10,593.86,593.86,1,0
B10211,C10851,2024-11,591.11,591.11,0,0
B10212,C10851,2024-12,592.56,592.56,3,0
B10213,C10852,2024-01,426.53,341.22,3,0
B10214,C10852,2024-02,419.01,419.01,0,0
B10215,C10852,2024-03,426.89,341.51,8,1
B10216,C10852,2024-04,383.71,383.71,0,0
B10217,C10852,2024-05,408.76,204.38,17,1
B10218,C10852,2024-06,449.29,449.29,1,0
B10219,C10852,2024-07,403.4,403.4,7,0
B10220,C10852,2024-08,432.44,432.44,0,0
B10221,C10852,2024-09,437.93,437.93,2,0
B10222,C10852,2024-10,397.53,397.53,2,0
B10223,C10852,2024-11,428.74,428.74,1,0
B10224,C10852,2024-12,444.11,444.11,0,0
B10225,C10853,2024-01,350.16,350.16,6,0
B10226,C10853,2024-02,402.54,402.54,3,0
B10227,C10853,2024-03,352.81,352.81,1,0
B10228,C10853,2024-04,370.53,370.53,5,0
B10229,C10853,2024-05,362.84,362.84,1,0
B10230,C10853,2024-06,404.41,404.41,1,0
B10231,C10853,2024-07,386.46,386.46,3,0
B10232,C10853,2024-08,396.42,396.42,0,0
B10233,C10853,2024-09,376.88,376.88,0,0
B10234,C10853,2024-10,368.59,368.59,2,0
B10235,C10853,2024-11,380.49,380.49,3,0
B10236,C10853,2024-12,374.35,374.35,1,0
B10237,C10854,2024-01,586.32,586.32,0,0
B10238,C10854,2024-02,590.74,0.0,9,1
B10239,C10854,2024-03,563.41,563.41,1,0
B10240,C10854,2024-04,582.51,582.51,0,0
B10241,C10854,2024-05,573.19,573.19,4,0
B10242,C10854,2024-06,611.3,611.3,3,0
B10243,C10854,2024-07,599.74,599.74,0,0
B10244,C10854,2024-08,603.65,0.0,7,0
B10245,C10854,2024-09,582.33,291.17,0,0
B10246,C10854,2024-10,603.09,603.09,1,0
B10247,C10854,2024-11,597.21,597.21,1,0
B10248,C10854,2024-12,595.17,595.17,2,0
B10249,C10855,2024-01,853.32,853.32,1,0
B10250,C10855,2024-02,845.65,845.65,0,0
B10251,C10855,2024-03,853.53,853.53,0,0
B10252,C10855,2024-04,831.3,831.3,0,0
B10253,C10855,2024-05,833.65,833.65,5,0
B10254,C10855,2024-06,837.26,837.26,1,0
B10255,C10855,2024-07,861.71,861.71,1,0
B10256,C10855,2024-08,840.84,840.84,2,0
B10257,C10855,2024-09,870.59,870.59,1,0
B10258,C10855,2024-10,857.86,428.93,1,0
B10259,C10855,2024-11,849.48,849.48,1,0
B10260,C10855,2024-12,851.11,851.11,4,0
B10261,C10856,2024-01,599.99,599.99,0,0
B10262,C10856,2024-02,603.53,301.76,13,1
B10263,C10856,2024-03,571.11,571.11,0,0
B10264,C10856,2024-04,606.07,606.07,4,0
B10265,C10856,2024-05,579.85,579.85,4,0
B10266,C10856,2024-06,588.55,0.0,3,1
B10267,C10856,2024-07,590.55,590.55,2,0
B10268,C10856,2024-08,590.59,590.59,0,0
B10269,C10856,2024-09,597.45,597.45,3,0
B10270,C10856,2024-10,605.69,605.69,0,0
B10271,C10856,2024-11,591.27,591.27,1,0
B10272,C10856,2024-12,590.32,590.32,1,0
B10273,C10857,2024-01,528.8,528.8,7,0
B10274,C10857,2024-02,475.6,475.6,2,0
B10275,C10857,2024-03,534.55,534.55,2,0
B10276,C10857,2024-04,528.94,528.94,1,0
B10277,C10857,2024-05,533.26,533.26,2,0
B10278,C10857,2024-06,520.46,520.46,1,0
B10279,C10857,2024-07,519.54,519.54,0,0
B10280,C10857,2024-08,499.35,499.35,4,0
B10281,C10857,2024-09,545.83,545.83,1,0
B10282,C10857,2024-10,528.57,528.57,0,0
B10283,C10857,2024-11,534.4,534.4,1,0
B10284,C10857,2024-12,512.58,512.58,4,0
B10285,C10858,2024-01,361.8,361.8,0,0
B10286,C10858,2024-02,400.01,400.01,1,0
B10287,C10858,2024-03,392.37,392.37,0,0
B10288,C10858,2024-04,395.43,395.43,0,0
B10289,C10858,2024-05,380.86,0.0,0,0
B10290,C10858,2024-06,320.79,320.79,0,0
B10291,C10858,2024-07,383.33,383.33,0,0
B10292,C10858,2024-08,393.03,393.03,1,0
B10293,C10858,2024-09,391.35,391.35,0,0
B10294,C10858,2024-10,370.48,370.48,2,0
B10295,C10858,2024-11,387.5,387.5,1,0
B10296,C10858,2024-12,338.49,338.49,4,0
B10297,C10859,2024-01,206.33,206.33,1,0
B10298,C10859,2024-02,177.27,177.27,2,0
B10299,C10859,2024-03,210.46,210.46,1,0
B10300,C10859,2024-04,208.88,0.0,12,1
B10301,C10859,2024-05,236.3,189.04,10,1
B10302,C10859,2024-06,220.65,220.65,0,0
B10303,C10859,2024-07,144.39,144.39,0,0
B10304,C10859,2024-08,201.86,201.86,0,0
B10305,C10859,2024-09,189.11,189.11,0,0
B10306,C10859,2024-10,205.53,205.53,0,0
B10307,C10859,2024-11,214.59,171.67,16,1
B10308,C10859,2024-12,216.18,216.18,4,0
B10309,C10860,2024-01,263.38,263.38,2,0
B10310,C10860,2024-02,246.71,246.71,1,0
B10311,C10860,2024-03,248.73,248.73,0,0
B10312,C10860,2024-04,251.05,251.05,3,0
B10313,C10860,2024-05,277.85,277.85,0,0
B10314,C10860,2024-06,276.26,276.26,0,0
B10315,C10860,2024-07,279.31,279.31,5,0
B10316,C10860,2024-08,253.1,253.1,2,0
B10317,C10860,2024-09,238.31,190.65,4,1
B10318,C10860,2024-10,244.65,244.65,3,0
B10319,C10860,2024-11,260.24,260.24,1,0
B10320,C10860,2024-12,264.0,264.0,1,0
B10321,C10861,2024-01,272.31,272.31,12,0
B10322,C10861,2024-02,249.01,249.01,4,0
B10323,C10861,2024-03,235.57,188.46,7,1
B10324,C10861,2024-04,263.42,263.42,0,0
B10325,C10861,2024-05,250.64,250.64,0,0
B10326,C10861,2024-06,246.63,246.63,4,0
B10327,C10861,2024-07,257.66,257.66,0,0
B10328,C10861,2024-08,249.76,249.76,0,0
B10329,C10861,2024-09,264.67,264.67,1,0
B10330,C10861,2024-10,262.62,262.62,2,0
B10331,C10861,2024-11,267.76,267.76,0,0
B10332,C10861,2024-12,224.68,112.34,1,0
B10333,C10862,2024-01,320.25,320.25,0,0
B10334,C10862,2024-02,292.44,292.44,1,0
B10335,C10862,2024-03,273.72,273.72,0,0
B10336,C10862,2024-04,333.38,333.38,3,0
B10337,C10862,2024-05,326.85,326.85,3,0
B10338,C10862,2024-06,302.92,302.92,0,0
B10339,C10862,2024-07,313.19,313.19,0,0
B10340,C10862,2024-08,251.99,251.99,2,0
B10341,C10862,2024-09,306.65,306.65,1,0
B10342,C10862,2024-10,318.89,318.89,4,0
B10343,C10862,2024-11,305.74,305.74,0,0
B10344,C10862,2024-12,313.28,313.28,1,0
B10345,C10863,2024-01,527.68,527.68,1,0
B10346,C10863,2024-02,544.77,544.77,7,0
B10347,C10863,2024-03,541.03,541.03,1,0
B10348,C10863,2024-04,474.66,474.66,3,0
B10349,C10863,2024-05,531.22,531.22,2,0
B10350,C10863,2024-06,546.44,546.44,1,0
B10351,C10863,2024-07,535.35,535.35,1,0
B10352,C10863,2024-08,527.58,0.0,1,0
B10353,C10863,2024-09,544.71,544.71,2,0
B10354,C10863,2024-10,544.49,544.49,0,0
B10355,C10863,2024-11,532.22,532.22,1,0
B10356,C10863,2024-12,559.15,559.15,0,0
B10357,C10864,2024-01,293.73,293.73,0,0
B10358,C10864,2024-02,288.2,288.2,1,0
B10359,C10864,2024-03,290.54,290.54,3,0
B10360,C10864,2024-04,302.39,302.39,4,0
B10361,C10864,2024-05,325.77,325.77,0,0
B10362,C10864,2024-06,296.4,296.4,0,0
B10363,C10864,2024-07,310.09,310.09,0,0
B10364,C10864,2024-08,295.96,295.96,4,0
B10365,C10864,2024-09,296.45,296.45,1,0
B10366,C10864,2024-10,284.75,284.75,9,0
B10367,C10864,2024-11,306.75,306.75,2,0
B10368,C10864,2024-12,300.46,300.46,1,0
B10369,C10865,2024-01,430.38,430.38,0,0
B10370,C10865,2024-02,417.12,417.12,3,0
B10371,C10865,2024-03,412.41,412.41,1,0
B10372,C10865,2024-04,435.4,0.0,11,1
B10373,C10865,2024-05,407.25,407.25,1,0
B10374,C10865,2024-06,434.85,434.85,0,0
B10375,C10865,2024-07,447.66,447.66,3,0
B10376,C10865,2024-08,371.16,185.58,3,0
B10377,C10865,2024-09,422.73,422.73,1,0
B10378,C10865,2024-10,425.49,425.49,1,0
B10379,C10865,2024-11,444.37,444.37,1,0
B10380,C10865,2024-12,411.18,411.18,0,0
B10381,C10866,2024-01,373.15,186.57,4,0
B10382,C10866,2024-02,350.39,350.39,0,0
B10383,C10866,2024-03,360.28,360.28,6,0
B10384,C10866,2024-04,361.58,361.58,1,0
B10385,C10866,2024-05,374.18,374.18,1,0
B10386,C10866,2024-06,368.15,368.15,2,0
B10387,C10866,2024-07,362.72,362.72,1,0
B10388,C10866,2024-08,380.1,380.1,0,0
B10389,C10866,2024-09,348.35,348.35,1,0
B10390,C10866,2024-10,356.42,356.42,2,0
B10391,C10866,2024-11,347.98,347.98,0,0
B10392,C10866,2024-12,334.26,334.26,0,0
B10393,C10867,2024-01,374.13,374.13,3,0
B10394,C10867,2024-02,398.5,398.5,0,0
B10395,C10867,2024-03,375.55,375.55,0,0
B10396,C10867,2024-04,394.92,394.92,0,0
B10397,C10867,2024-05,388.29,388.29,5,0
B10398,C10867,2024-06,378.4,378.4,0,0
B10399,C10867,2024-07,397.15,397.15,4,0
B10400,C10867,2024-08,381.5,381.5,2,0
B10401,C10867,2024-09,385.14,385.14,1,0
B10402,C10867,2024-10,379.54,379.54,0,0
B10403,C10867,2024-11,376.85,376.85,0,0
B10404,C10867,2024-12,386.16,386.16,1,0
B10405,C10868,2024-01,310.09,310.09,2,0
B10406,C10868,2024-02,284.61,0.0,1,0
B10407,C10868,2024-03,320.41,320.41,0,0
B10408,C10868,2024-04,308.11,308.11,2,0
B10409,C10868,2024-05,268.7,268.7,5,0
B10410,C10868,2024-06,294.67,294.67,3,0
B10411,C10868,2024-07,299.91,299.91,2,0
B10412,C10868,2024-08,285.42,285.42,1,0
B10413,C10868,2024-09,311.68,311.68,0,0
B10414,C10868,2024-10,326.04,326.04,0,0
B10415,C10868,2024-11,276.36,276.36,5,0
B10416,C10868,2024-12,312.4,312.4,1,0
B10417,C10869,2024-01,327.6,327.6,2,0
B10418,C10869,2024-02,302.34,302.34,3,0
B10419,C10869,2024-03,309.99,309.99,0,0
B10420,C10869,2024-04,286.81,286.81,5,0
B10421,C10869,2024-05,324.03,0.0,8,1
B10422,C10869,2024-06,337.35,337.35,2,0
B10423,C10869,2024-07,326.9,326.9,5,0
B10424,C10869,2024-08,307.97,307.97,1,0
B10425,C10869,2024-09,333.25,333.25,0,0
B10426,C10869,2024-10,336.34,336.34,1,0
B10427,C10869,2024-11,326.89,326.89,0,0
B10428,C10869,2024-12,309.93,309.93,3,0
B10429,C10870,2024-01,188.27,188.27,2,0
B10430,C10870,2024-02,247.84,247.84,2,0
B10431,C10870,2024-03,238.24,238.24,1,0
B10432,C10870,2024-04,251.75,251.75,1,0
B10433,C10870,2024-05,236.58,236.58,1,0
B10434,C10870,2024-06,243.79,243.79,0,0
B10435,C10870,2024-07,209.45,209.45,1,0
B10436,C10870,2024-08,252.39,252.39,1,0
B10437,C10870,2024-09,239.35,239.35,4,0
B10438,C10870,2024-10,241.97,241.97,8,0
B10439,C10870,2024-11,267.59,133.79,6,1
B10440,C10870,2024-12,243.87,195.1,9,1
B10441,C10871,2024-01,432.54,432.54,1,0
B10442,C10871,2024-02,443.48,443.48,1,0
B10443,C10871,2024-03,441.16,441.16,2,0
B10444,C10871,2024-04,420.38,420.38,0,0
B10445,C10871,2024-05,413.11,413.11,4,0
B10446,C10871,2024-06,389.69,389.69,0,0
B10447,C10871,2024-07,427.31,427.31,2,0
B10448,C10871,2024-08,420.42,420.42,0,0
B10449,C10871,2024-09,419.19,419.19,0,0
B10450,C10871,2024-10,433.44,433.44,3,0
B10451,C10871,2024-11,425.53,425.53,0,0
B10452,C10871,2024-12,424.83,424.83,13,0
B10453,C10872,2024-01,580.81,580.81,2,0
B10454,C10872,2024-02,611.54,611.54,2,0
B10455,C10872,2024-03,596.5,596.5,0,0
B10456,C10872,2024-04,615.74,615.74,0,0
B10457,C10872,2024-05,596.62,596.62,1,0
B10458,C10872,2024-06,590.87,590.87,5,0
B10459,C10872,2024-07,618.36,618.36,2,0
B10460,C10872,2024-08,621.41,621.41,0,0
B10461,C10872,2024-09,579.24,579.24,1,0
B10462,C10872,2024-10,630.28,630.28,0,0
B10463,C10872,2024-11,617.19,617.19,1,0
B10464,C10872,2024-12,603.63,603.63,0,0
B10465,C10873,2024-01,574.99,574.99,1,0
B10466,C10873,2024-02,567.39,567.39,16,0
B10467,C10873,2024-03,581.99,581.99,2,0
B10468,C10873,2024-04,591.69,591.69,4,0
B10469,C10873,2024-05,591.91,591.91,1,0
B10470,C10873,2024-06,575.73,575.73,0,0
B10471,C10873,2024-07,588.91,588.91,0,0
B10472,C10873,2024-08,571.76,571.76,1,0
B10473,C10873,2024-09,595.67,595.67,0,0
B10474,C10873,2024-10,593.33,593.33,1,0
B10475,C10873,2024-11,584.42,292.21,1,0
B10476,C10873,2024-12,578.08,578.08,1,0
B10477,C10874,2024-01,167.78,167.78,1,0
B10478,C10874,2024-02,164.58,0.0,10,1
B10479,C10874,2024-03,148.46,118.77,3,0
B10480,C10874,2024-04,143.02,143.02,0,0
B10481,C10874,2024-05,157.88,157.88,1,0
B10482,C10874,2024-06,170.89,170.89,8,0
B10483,C10874,2024-07,163.73,81.86,10,1
B10484,C10874,2024-08,181.54,145.23,9,1
B10485,C10874,2024-09,159.79,159.79,1,0
B10486,C10874,2024-10,152.81,152.81,12,0
B10487,C10874,2024-11,169.43,169.43,4,0
B10488,C10874,2024-12,160.26,160.26,2,0
B10489,C10875,2024-01,275.85,275.85,3,0
B10490,C10875,2024-02,269.28,269.28,0,0
B10491,C10875,2024-03,276.59,276.59,0,0
B10492,C10875,2024-04,268.8,0.0,17,1
B10493,C10875,2024-05,253.06,253.06,0,0
B10494,C10875,2024-06,269.92,269.92,1,0
B10495,C10875,2024-07,277.25,277.25,3,0
B10496,C10875,2024-08,252.64,252.64,0,0
B10497,C10875,2024-09,260.18,130.09,11,1
B10498,C10875,2024-10,258.23,258.23,2,0
B10499,C10875,2024-11,282.08,282.08,0,0
B10500,C10875,2024-12,253.41,253.41,0,0
B10501,C10876,2024-01,297.79,297.79,0,0
B10502,C10876,2024-02,292.5,292.5,0,0
B10503,C10876,2024-03,287.23,287.23,4,0
B10504,C10876,2024-04,281.92,0.0,9,1
B10505,C10876,2024-05,288.78,231.02,6,1
B10506,C10876,2024-06,281.62,281.62,0,0
B10507,C10876,2024-07,288.9,288.9,1,0
B10508,C10876,2024-08,283.23,141.62,8,1
B10509,C10876,2024-09,305.73,305.73,0,0
B10510,C10876,2024-10,292.04,292.04,1,0
B10511,C10876,2024-11,283.94,283.94,0,0
B10512,C10876,2024-12,304.41,304.41,1,0
B10513,C10877,2024-01,197.79,158.23,10,1
B10514,C10877,2024-02,194.96,0.0,16,1
B10515,C10877,2024-03,221.99,221.99,0,0
B10516,C10877,2024-04,214.83,214.83,0,0
B10517,C10877,2024-05,204.54,204.54,2,0
B10518,C10877,2024-06,225.07,225.07,0,0
B10519,C10877,2024-07,183.13,183.13,1,0
B10520,C10877,2024-08,224.28,224.28,3,0
B10521,C10877,2024-09,212.17,212.17,0,0
B10522,C10877,2024-10,204.7,204.7,5,0
B10523,C10877,2024-11,219.24,219.24,1,0
B10524,C10877,2024-12,207.03,207.03,2,0
B10525,C10878,2024-01,361.1,361.1,0,0
B10526,C10878,2024-02,330.64,330.64,1,0
B10527,C10878,2024-03,355.07,355.07,0,0
B10528,C10878,2024-04,329.07,329.07,1,0
B10529,C10878,2024-05,356.66,356.66,2,0
B10530,C10878,2024-06,365.61,365.61,1,0
B10531,C10878,2024-07,359.85,359.85,2,0
B10532,C10878,2024-08,358.06,358.06,0,0
B10533,C10878,2024-09,349.51,349.51,0,0
B10534,C10878,2024-10,346.43,346.43,2,0
B10535,C10878,2024-11,359.18,359.18,0,0
B10536,C10878,2024-12,341.61,341.61,5,0
B10537,C10879,2024-01,503.42,503.42,1,0
B10538,C10879,2024-02,529.95,529.95,2,0
B10539,C10879,2024-03,507.41,507.41,0,0
B10540,C10879,2024-04,533.42,533.42,0,0
B10541,C10879,2024-05,508.31,508.31,0,0
B10542,C10879,2024-06,496.78,496.78,3,0
B10543,C10879,2024-07,501.27,501.27,6,0
B10544,C10879,2024-08,507.1,507.1,3,0
B10545,C10879,2024-09,506.37,506.37,0,0
B10546,C10879,2024-10,499.4,499.4,0,0
B10547,C10879,2024-11,514.48,514.48,5,0
B10548,C10879,2024-12,497.39,497.39,1,0
B10549,C10880,2024-01,283.72,283.72,1,0
B10550,C10880,2024-02,273.71,273.71,1,0
B10551,C10880,2024-03,277.86,277.86,3,0
B10552,C10880,2024-04,265.56,265.56,0,0
B10553,C10880,2024-05,261.81,261.81,3,0
B10554,C10880,2024-06,280.07,280.07,2,0
B10555,C10880,2024-07,263.19,263.19,0,0
B10556,C10880,2024-08,273.34,273.34,1,0
B10557,C10880,2024-09,254.84,254.84,1,0
B10558,C10880,2024-10,279.7,279.7,0,0
B10559,C10880,2024-11,265.14,265.14,1,0
B10560,C10880,2024-12,301.56,301.56,0,0
B10561,C10881,2024-01,854.11,854.11,0,0
B10562,C10881,2024-02,832.0,832.0,2,0
B10563,C10881,2024-03,821.93,821.93,1,0
B10564,C10881,2024-04,846.45,846.45,1,0
B10565,C10881,2024-05,856.45,856.45,1,0
B10566,C10881,2024-06,833.13,833.13,0,0
B10567,C10881,2024-07,866.88,866.88,0,0
B10568,C10881,2024-08,793.05,793.05,1,0
B10569,C10881,2024-09,846.55,846.55,0,0
B10570,C10881,2024-10,840.27,840.27,2,0
B10571,C10881,2024-11,849.39,849.39,1,0
B10572,C10881,2024-12,855.92,855.92,2,0
B10573,C10882,2024-01,618.78,309.39,0,0
B10574,C10882,2024-02,597.01,597.01,1,0
B10575,C10882,2024-03,620.6,620.6,0,0
B10576,C10882,2024-04,593.08,593.08,4,0
B10577,C10882,2024-05,595.36,595.36,0,0
B10578,C10882,2024-06,595.43,595.43,7,0
B10579,C10882,2024-07,608.39,608.39,0,0
B10580,C10882,2024-08,584.61,584.61,8,0
B10581,C10882,2024-09,598.82,598.82,3,0
B10582,C10882,2024-10,603.0,301.5,14,1
B10583,C10882,2024-11,571.44,571.44,0,0
B10584,C10882,2024-12,547.83,547.83,5,0
B10585,C10883,2024-01,600.96,600.96,7,0
B10586,C10883,2024-02,575.58,575.58,8,0
B10587,C10883,2024-03,603.85,603.85,0,0
B10588,C10883,2024-04,620.97,620.97,1,0
B10589,C10883,2024-05,597.71,597.71,5,0
B10590,C10883,2024-06,583.92,583.92,2,0
B10591,C10883,2024-07,591.81,591.81,0,0
B10592,C10883,2024-08,584.8,584.8,3,0
B10593,C10883,2024-09,603.16,603.16,0,0
B10594,C10883,2024-10,596.7,596.7,2,0
B10595,C10883,2024-11,593.96,593.96,0,0
B10596,C10883,2024-12,578.17,578.17,1,0
B10597,C10884,2024-01,371.24,371.24,0,0
B10598,C10884,2024-02,355.16,355.16,1,0
B10599,C10884,2024-03,380.25,380.25,0,0
B10600,C10884,2024-04,376.81,376.81,0,0
B10601,C10884,2024-05,366.28,366.28,2,0
B10602,C10884,2024-06,359.48,359.48,0,0
B10603,C10884,2024-07,381.68,381.68,1,0
B10604,C10884,2024-08,375.05,375.05,0,0
B10605,C10884,2024-09,380.84,380.84,1,0
B10606,C10884,2024-10,383.74,383.74,2,0
B10607,C10884,2024-11,359.12,359.12,4,0
B10608,C10884,2024-12,376.84,376.84,0,0
B10609,C10885,2024-01,403.45,403.45,1,0
B10610,C10885,2024-02,406.76,406.76,0,0
B10611,C10885,2024-03,390.06,390.06,0,0
B10612,C10885,2024-04,419.69,419.69,0,0
B10613,C10885,2024-05,435.86,0.0,9,1
B10614,C10885,2024-06,398.46,398.46,1,0
B10615,C10885,2024-07,411.11,411.11,2,0
B10616,C10885,2024-08,427.51,427.51,3,0
B10617,C10885,2024-09,403.69,403.69,1,0
B10618,C10885,2024-10,412.64,412.64,0,0
B10619,C10885,2024-11,428.2,428.2,7,0
B10620,C10885,2024-12,411.94,411.94,2,0
B10621,C10886,2024-01,246.95,197.56,1,0
B10622,C10886,2024-02,236.84,236.84,0,0
B10623,C10886,2024-03,213.38,213.38,4,0
B10624,C10886,2024-04,207.75,207.75,0,0
B10625,C10886,2024-05,228.89,228.89,1,0
B10626,C10886,2024-06,245.63,245.63,1,0
B10627,C10886,2024-07,234.97,234.97,0,0
B10628,C10886,2024-08,269.46,269.46,0,0
B10629,C10886,2024-09,250.84,250.84,1,0
B10630,C10886,2024-10,221.12,221.12,0,0
B10631,C10886,2024-11,250.94,250.94,3,0
B10632,C10886,2024-12,232.34,232.34,0,0
B10633,C10887,2024-01,365.73,365.73,0,0
B10634,C10887,2024-02,366.08,292.86,9,1
B10635,C10887,2024-03,363.35,363.35,7,0
B10636,C10887,2024-04,350.37,280.3,11,1
B10637,C10887,2024-05,356.76,356.76,1,0
B10638,C10887,2024-06,365.07,365.07,1,0
B10639,C10887,2024-07,376.32,376.32,0,0
B10640,C10887,2024-08,362.21,362.21,1,0
B10641,C10887,2024-09,347.61,347.61,2,0
B10642,C10887,2024-10,356.31,356.31,5,0
B10643,C10887,2024-11,363.87,363.87,0,0
B10644,C10887,2024-12,382.51,382.51,3,0
B10645,C10888,2024-01,359.26,359.26,1,0
B10646,C10888,2024-02,386.27,386.27,4,0
B10647,C10888,2024-03,374.96,299.97,9,1
B10648,C10888,2024-04,379.55,379.55,0,0
B10649,C10888,2024-05,381.39,190.69,3,0
B10650,C10888,2024-06,387.04,309.63,16,1
B10651,C10888,2024-07,400.43,400.43,1,0
B10652,C10888,2024-08,374.66,374.66,1,0
B10653,C10888,2024-09,383.83,383.83,2,0
B10654,C10888,2024-10,374.09,374.09,0,0
B10655,C10888,2024-11,364.93,364.93,1,0
B10656,C10888,2024-12,386.49,386.49,0,0
B10657,C10889,2024-01,210.2,210.2,3,0
B10658,C10889,2024-02,205.25,205.25,0,0
B10659,C10889,2024-03,179.27,179.27,0,0
B10660,C10889,2024-04,193.64,193.64,0,0
B10661,C10889,2024-05,203.48,203.48,8,0
B10662,C10889,2024-06,180.12,180.12,1,0
B10663,C10889,2024-07,201.5,201.5,0,0
B10664,C10889,2024-08,221.49,221.49,1,0
B10665,C10889,2024-09,205.21,205.21,1,0
B10666,C10889,2024-10,192.22,192.22,2,0
B10667,C10889,2024-11,176.95,176.95,1,0
B10668,C10889,2024-12,192.3,192.3,2,0
B10669,C10890,2024-01,248.93,248.93,0,0
B10670,C10890,2024-02,250.08,250.08,2,0
B10671,C10890,2024-03,251.15,251.15,3,0
B10672,C10890,2024-04,220.31,220.31,0,0
B10673,C10890,2024-05,197.28,197.28,4,0
B10674,C10890,2024-06,257.69,257.69,1,0
B10675,C10890,2024-07,248.37,248.37,1,0
B10676,C10890,2024-08,244.96,0.0,1,0
B10677,C10890,2024-09,254.03,254.03,1,0
